class name;;Method name;;number of detected pattern
java.awt.JobAttributes;;setDefaultSelection;;1
java.awt.JobAttributes;;setDestination;;1
java.awt.JobAttributes;;setDialog;;1
java.awt.JobAttributes;;setMultipleDocumentHandling;;1
java.awt.JobAttributes;;setPageRanges;;1
java.awt.JobAttributes;;setSides;;1
java.awt.JobAttributes;;equals;;1
java.awt.PageAttributes;;set;;1
java.awt.PageAttributes;;setColor;;1
java.awt.PageAttributes;;setMedia;;1
java.awt.PageAttributes;;setOrientationRequested;;1
java.awt.PageAttributes;;setOrigin;;1
java.awt.PageAttributes;;setPrintQuality;;1
java.awt.PageAttributes;;equals;;1
java.awt.datatransfer.Clipboard;;isDataFlavorAvailable;;1
java.awt.datatransfer.Clipboard;;getData;;1
java.awt.EventQueue;;postEventPrivate;;1
java.awt.EventQueue;;getPriority;;1
java.awt.EventQueue;;postEvent;;1
java.awt.EventQueue;;coalescePaintEvent;;1
java.awt.EventQueue;;mergePaintEvents;;2
java.awt.EventQueue;;coalesceMouseEvent;;1
java.awt.EventQueue;;coalescePeerEvent;;1
java.awt.EventQueue;;coalesceOtherEvent;;1
java.awt.EventQueue;;coalesceEvent;;1
java.awt.EventQueue;;cacheEQItem;;1
java.awt.EventQueue;;uncacheEQItem;;1
java.awt.EventQueue;;eventToCacheIndex;;1
java.awt.EventQueue;;dispatchEvent;;1
java.awt.EventQueue;;getAccessControlContextFrom;;1
java.awt.EventQueue;;dispatchEventImpl;;2
java.awt.EventQueue;;push;;1
java.awt.EventQueue;;setCurrentEventAndMostRecentTimeImpl;;1
java.awt.EventQueue;;access$000;;1
java.awt.EventQueue;;access$100;;1
java.awt.EventQueue;;access$200;;1
java.awt.EventQueue;;access$400;;1
java.awt.EventQueue;;access$500;;1
java.awt.EventQueue;;access$600;;1
java.awt.dnd.DragGestureEvent;;<init>;;2
java.awt.dnd.DragGestureEvent;;writeObject;;1
java.awt.dnd.DragGestureEvent;;readObject;;1
java.awt.dnd.DragGestureRecognizer;;<init>;;1
java.awt.dnd.DragGestureRecognizer;;writeObject;;1
java.awt.dnd.DragGestureRecognizer;;readObject;;1
java.awt.dnd.DragSource;;writeObject;;1
java.awt.dnd.DragSource;;readObject;;1
java.awt.FocusTraversalPolicy;;getInitialComponent;;1
java.awt.geom.Dimension2D;;setSize;;1
java.awt.geom.Rectangle2D;;setRect;;1
java.awt.geom.Rectangle2D;;intersectsLine;;1
java.awt.geom.Rectangle2D;;outcode;;1
java.awt.geom.Rectangle2D;;intersect;;3
java.awt.geom.Rectangle2D;;union;;3
java.awt.geom.Rectangle2D;;add;;1
java.awt.geom.Rectangle2D;;add;;1
java.awt.geom.Rectangle2D;;equals;;1
java.awt.TextComponent;;eventEnabled;;1
java.awt.TextComponent;;processTextEvent;;1
java.awt.TextComponent;;writeObject;;1
java.awt.TextComponent;;readObject;;1
java.awt.geom.RectangularShape;;setFrame;;2
java.awt.geom.RectangularShape;;setFrame;;1
java.awt.geom.RectangularShape;;setFrameFromDiagonal;;2
java.awt.geom.RectangularShape;;setFrameFromCenter;;2
java.awt.geom.RectangularShape;;contains;;1
java.awt.geom.RectangularShape;;intersects;;1
java.awt.geom.RectangularShape;;contains;;1
java.awt.AWTEventMulticaster;;saveInternal;;1
java.awt.AWTEventMulticaster;;save;;1
java.awt.AWTEventMulticaster;;getListenerCount;;2
java.awt.AWTEventMulticaster;;populateListenerArray;;2
java.awt.AWTEventMulticaster;;getListeners;;1
java.awt.AWTKeyStroke;;registerSubclass;;1
java.awt.AWTKeyStroke;;getAWTKeyStroke;;1
java.awt.AWTKeyStroke;;getAWTKeyStrokeForEvent;;1
java.awt.AWTKeyStroke;;getAWTKeyStroke;;1
java.awt.AWTKeyStroke;;equals;;1
java.awt.BasicStroke;;equals;;1
java.awt.geom.AffineTransform;;<init>;;1
java.awt.geom.AffineTransform;;<init>;;1
java.awt.geom.AffineTransform;;<init>;;1
java.awt.geom.AffineTransform;;getMatrix;;1
java.awt.geom.AffineTransform;;setTransform;;1
java.awt.geom.AffineTransform;;concatenate;;1
java.awt.geom.AffineTransform;;preConcatenate;;1
java.awt.geom.AffineTransform;;transform;;1
java.awt.geom.AffineTransform;;transform;;2
java.awt.geom.AffineTransform;;transform;;2
java.awt.geom.AffineTransform;;transform;;2
java.awt.geom.AffineTransform;;transform;;2
java.awt.geom.AffineTransform;;transform;;2
java.awt.geom.AffineTransform;;inverseTransform;;1
java.awt.geom.AffineTransform;;inverseTransform;;2
java.awt.geom.AffineTransform;;deltaTransform;;1
java.awt.geom.AffineTransform;;deltaTransform;;2
java.awt.geom.AffineTransform;;equals;;1
java.awt.geom.AffineTransform;;writeObject;;1
java.awt.geom.AffineTransform;;readObject;;1
java.awt.BorderLayout;;addLayoutComponent;;1
java.awt.BorderLayout;;addLayoutComponent;;1
java.awt.BorderLayout;;removeLayoutComponent;;1
java.awt.BorderLayout;;getLayoutComponent;;1
java.awt.BorderLayout;;minimumLayoutSize;;1
java.awt.BorderLayout;;preferredLayoutSize;;1
java.awt.BorderLayout;;layoutContainer;;1
java.awt.Polygon;;calculateBounds;;2
java.awt.Polygon;;contains;;1
java.awt.Polygon;;contains;;1
java.awt.Polygon;;intersects;;1
java.awt.Polygon;;contains;;1
java.awt.CardLayout;;addLayoutComponent;;1
java.awt.CardLayout;;addLayoutComponent;;1
java.awt.CardLayout;;removeLayoutComponent;;1
java.awt.CardLayout;;preferredLayoutSize;;1
java.awt.CardLayout;;minimumLayoutSize;;1
java.awt.CardLayout;;layoutContainer;;1
java.awt.CardLayout;;checkLayout;;1
java.awt.CardLayout;;first;;1
java.awt.CardLayout;;next;;1
java.awt.CardLayout;;previous;;1
java.awt.CardLayout;;showDefaultComponent;;1
java.awt.CardLayout;;last;;1
java.awt.CardLayout;;show;;1
java.awt.CardLayout;;readObject;;1
java.awt.CardLayout;;writeObject;;1
java.awt.EventDispatchThread;;pumpEventsForFilter;;1
java.awt.geom.Line2D;;setLine;;2
java.awt.geom.Line2D;;setLine;;1
java.awt.geom.Line2D;;relativeCCW;;1
java.awt.geom.Line2D;;intersectsLine;;1
java.awt.geom.Line2D;;ptSegDistSq;;1
java.awt.geom.Line2D;;ptSegDist;;1
java.awt.geom.Line2D;;ptLineDistSq;;1
java.awt.geom.Line2D;;ptLineDist;;1
java.awt.geom.Line2D;;intersects;;1
java.awt.image.DataBuffer;;<init>;;1
java.awt.image.DataBufferByte;;<init>;;1
java.awt.image.DataBufferByte;;<init>;;1
java.awt.image.DataBufferUShort;;<init>;;1
java.awt.image.DataBufferUShort;;<init>;;1
java.awt.image.DataBufferUShort;;<init>;;1
java.awt.image.DataBufferUShort;;<init>;;2
java.awt.image.DataBufferInt;;<init>;;1
java.awt.image.DataBufferInt;;<init>;;1
java.awt.KeyboardFocusManager;;getCurrentKeyboardFocusManager;;1
java.awt.KeyboardFocusManager;;initFocusTraversalKeysSet;;1
java.awt.KeyboardFocusManager;;setDefaultFocusTraversalPolicy;;1
java.awt.KeyboardFocusManager;;setDefaultFocusTraversalKeys;;1
java.awt.KeyboardFocusManager;;redispatchEvent;;2
java.awt.KeyboardFocusManager;;shouldNativelyFocusHeavyweight;;1
java.awt.KeyboardFocusManager;;isAutoFocusTransferEnabledFor;;1
java.awt.KeyboardFocusManager;;dispatchAndCatchException;;1
java.awt.KeyboardFocusManager;;handleException;;1
java.awt.KeyboardFocusManager;;retargetUnexpectedFocusEvent;;1
java.awt.KeyboardFocusManager;;retargetFocusGained;;1
java.awt.KeyboardFocusManager;;retargetFocusLost;;1
java.awt.KeyboardFocusManager;;retargetFocusEvent;;1
java.awt.SequencedEvent;;<init>;;1
java.awt.SequencedEvent;;access$000;;1
java.awt.font.TextLayout;;<init>;;2
java.awt.font.TextLayout;;<init>;;2
java.awt.font.TextLayout;;singleFont;;1
java.awt.font.TextLayout;;<init>;;1
java.awt.font.TextLayout;;<init>;;1
java.awt.font.TextLayout;;paragraphInit;;1
java.awt.font.TextLayout;;fastInit;;1
java.awt.font.TextLayout;;standardInit;;1
java.awt.font.TextLayout;;checkTextHit;;1
java.awt.font.TextLayout;;getCaretInfo;;1
java.awt.font.TextLayout;;getCaretInfoTestInternal;;1
java.awt.font.TextLayout;;hitToCaret;;1
java.awt.font.TextLayout;;getNextRightHit;;1
java.awt.font.TextLayout;;getNextLeftHit;;1
java.awt.font.TextLayout;;getVisualOtherHit;;1
java.awt.font.TextLayout;;getCaretPath;;1
java.awt.font.TextLayout;;pathToShape;;1
java.awt.font.TextLayout;;getCaretShape;;1
java.awt.font.TextLayout;;getStrongHit;;2
java.awt.font.TextLayout;;getCaretShapes;;2
java.awt.font.TextLayout;;boundingShape;;2
java.awt.font.TextLayout;;leftShape;;1
java.awt.font.TextLayout;;rightShape;;1
java.awt.font.TextLayout;;getVisualHighlightShape;;1
java.awt.font.TextLayout;;getLogicalHighlightShape;;1
java.awt.font.TextLayout;;caretToPointDistance;;1
java.awt.font.TextLayout;;hitTestChar;;1
java.awt.font.TextLayout;;draw;;1
java.awt.font.TextLayout;;getBaselineFromGraphic;;1
java.awt.font.TextLayout;;access$000;;1
java.awt.dnd.DropTargetDragEvent;;<init>;;1
java.awt.dnd.DropTargetEvent;;<init>;;1
java.awt.dnd.DropTargetDropEvent;;<init>;;1
java.awt.TrayIcon;;<init>;;1
java.awt.TrayIcon;;setImage;;1
java.awt.TrayIcon;;displayMessage;;3
java.awt.TrayIcon;;processEvent;;1
java.awt.TrayIcon;;processMouseEvent;;1
java.awt.TrayIcon;;processMouseMotionEvent;;1
java.awt.SystemTray;;add;;1
java.awt.SystemTray;;access$000;;1
java.awt.Robot;;init;;1
java.awt.Robot;;checkValidRect;;1
java.awt.DefaultFocusTraversalPolicy;;accept;;1
java.awt.ContainerOrderFocusTraversalPolicy;;getComponentIndex;;1
java.awt.ContainerOrderFocusTraversalPolicy;;enumerateCycle;;2
java.awt.ContainerOrderFocusTraversalPolicy;;getTopmostProvider;;1
java.awt.ContainerOrderFocusTraversalPolicy;;getComponentDownCycle;;1
java.awt.ContainerOrderFocusTraversalPolicy;;getFirstComponent;;1
java.awt.ContainerOrderFocusTraversalPolicy;;getLastComponent;;1
java.awt.ContainerOrderFocusTraversalPolicy;;accept;;1
java.awt.DefaultKeyboardFocusManager;;restoreFocus;;1
java.awt.DefaultKeyboardFocusManager;;restoreFocus;;1
java.awt.DefaultKeyboardFocusManager;;doRestoreFocus;;1
java.awt.DefaultKeyboardFocusManager;;sendMessage;;2
java.awt.DefaultKeyboardFocusManager;;dispatchEvent;;1
java.awt.DefaultKeyboardFocusManager;;dispatchKeyEvent;;1
java.awt.DefaultKeyboardFocusManager;;postProcessKeyEvent;;1
java.awt.DefaultKeyboardFocusManager;;typeAheadAssertions;;1
java.awt.DefaultKeyboardFocusManager;;preDispatchKeyEvent;;1
java.awt.DefaultKeyboardFocusManager;;consumeTraversalKey;;1
java.awt.DefaultKeyboardFocusManager;;consumeProcessedKeyEvent;;1
java.awt.DefaultKeyboardFocusManager;;processKeyEvent;;2
java.awt.DefaultKeyboardFocusManager;;access$000;;1
java.awt.DefaultKeyboardFocusManager;;access$108;;1
java.awt.DefaultKeyboardFocusManager;;access$110;;1
java.awt.dnd.DragSourceContext;;<init>;;4
java.awt.dnd.DragSourceContext;;dragEnter;;1
java.awt.dnd.DragSourceContext;;dragOver;;1
java.awt.dnd.DragSourceContext;;dropActionChanged;;1
java.awt.dnd.DragSourceContext;;writeObject;;1
java.awt.dnd.DragSourceContext;;readObject;;1
java.awt.WaitDispatchSupport;;<init>;;1
java.awt.WaitDispatchSupport;;access$100;;1
java.awt.WaitDispatchSupport;;access$200;;1
java.awt.WaitDispatchSupport;;access$300;;1
java.awt.WaitDispatchSupport;;access$400;;1
java.awt.WaitDispatchSupport;;access$402;;1
java.awt.WaitDispatchSupport;;access$500;;1
java.awt.WaitDispatchSupport;;access$600;;1
java.awt.WaitDispatchSupport;;access$700;;1
java.awt.WaitDispatchSupport;;access$800;;1
java.awt.FlowLayout;;preferredLayoutSize;;1
java.awt.FlowLayout;;minimumLayoutSize;;1
java.awt.FlowLayout;;moveComponents;;3
java.awt.FlowLayout;;layoutContainer;;1
java.awt.FlowLayout;;readObject;;1
java.awt.font.TextLine;;computePixelBounds;;1
java.awt.font.TextLine;;applyFunctionAtIndex;;1
java.awt.font.TextLine;;draw;;1
java.awt.font.TextLine;;fastCreateTextLine;;1
java.awt.font.TextLine;;createComponentsOnRun;;3
java.awt.font.TextLine;;getComponents;;2
java.awt.font.TextLine;;createLineFromText;;1
java.awt.font.TextLine;;computeComponentOrder;;1
java.awt.font.TextLine;;advanceToFirstFont;;1
java.awt.font.TextLine;;getNormalizedOffsets;;1
java.awt.font.TextLine;;getFontAtCurrentPos;;1
java.awt.font.TextLine;;getAdvanceBetween;;1
java.awt.font.TextLine;;access$100;;1
java.awt.font.TextLine;;access$200;;1
java.awt.font.TextLine;;access$300;;1
java.awt.font.TextLine;;access$400;;1
java.awt.font.NumericShaper;;getContextualShaper;;1
java.awt.font.NumericShaper;;shape;;1
java.awt.font.NumericShaper;;checkParams;;1
java.awt.font.NumericShaper;;shapeNonContextually;;1
java.awt.font.NumericShaper;;shapeContextually;;1
java.awt.font.NumericShaper;;shapeContextually;;2
java.awt.font.NumericShaper;;search;;1
java.awt.font.NumericShaper;;writeObject;;1
java.awt.font.TransformAttribute;;writeObject;;1
java.awt.font.TransformAttribute;;equals;;1
java.awt.geom.Path2D;;append;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;intersects;;1
java.awt.geom.Path2D;;intersects;;1
java.awt.geom.Path2D;;intersects;;1
java.awt.geom.Path2D;;writeObject;;1
java.awt.geom.Path2D;;readObject;;1
java.awt.GradientPaintContext;;getCachedRaster;;1
java.awt.GradientPaintContext;;putCachedRaster;;1
java.awt.GradientPaintContext;;<init>;;6
java.awt.GradientPaintContext;;cycleFillRaster;;1
java.awt.GradientPaintContext;;clipFillRaster;;1
java.awt.image.DirectColorModel;;<init>;;1
java.awt.image.DirectColorModel;;getDataElement;;1
java.awt.image.DirectColorModel;;getDataElements;;1
java.awt.image.DirectColorModel;;coerceData;;1
java.awt.image.DirectColorModel;;isCompatibleRaster;;1
java.awt.image.PackedColorModel;;<init>;;2
java.awt.image.PackedColorModel;;<init>;;1
java.awt.image.PackedColorModel;;isCompatibleSampleModel;;1
java.awt.image.PackedColorModel;;getAlphaRaster;;1
java.awt.image.PackedColorModel;;equals;;1
java.awt.image.PackedColorModel;;createBitsArray;;1
java.awt.image.IndexColorModel;;<init>;;1
java.awt.image.IndexColorModel;;setRGBs;;3
java.awt.image.IndexColorModel;;setRGBs;;1
java.awt.image.IndexColorModel;;getReds;;1
java.awt.image.IndexColorModel;;getGreens;;1
java.awt.image.IndexColorModel;;getBlues;;1
java.awt.image.IndexColorModel;;getAlphas;;1
java.awt.image.IndexColorModel;;getDataElement;;1
java.awt.image.IndexColorModel;;getDataElements;;1
java.awt.image.IndexColorModel;;isCompatibleRaster;;1
java.awt.image.IndexColorModel;;isCompatibleSampleModel;;1
java.awt.image.IndexColorModel;;convertToIntDiscrete;;1
java.awt.image.renderable.RenderContext;;<init>;;1
java.awt.image.renderable.RenderContext;;setTransform;;1
