class name;;Method name;;method Declaration;;number of detected pattern
java.awt.image.WritableRaster;;<init>;;protected void <init>(java.awt.image.SampleModel, java.awt.Point);;2
java.awt.image.WritableRaster;;<init>;;protected void <init>(java.awt.image.SampleModel, java.awt.image.DataBuffer, java.awt.Point);;2
java.awt.image.WritableRaster;;setDataElements;;public void setDataElements(int, int, java.awt.image.Raster);;1
java.awt.image.WritableRaster;;setRect;;public void setRect(int, int, java.awt.image.Raster);;1
java.awt.image.SampleModel;;setPixel;;public void setPixel(int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.SampleModel;;setPixel;;public void setPixel(int, int, float[], java.awt.image.DataBuffer);;1
java.awt.image.SampleModel;;setPixel;;public void setPixel(int, int, double[], java.awt.image.DataBuffer);;1
java.awt.image.SampleModel;;setPixels;;public void setPixels(int, int, int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.SampleModel;;setPixels;;public void setPixels(int, int, int, int, float[], java.awt.image.DataBuffer);;1
java.awt.image.SampleModel;;setPixels;;public void setPixels(int, int, int, int, double[], java.awt.image.DataBuffer);;1
java.awt.image.SampleModel;;setSamples;;public void setSamples(int, int, int, int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.SampleModel;;setSamples;;public void setSamples(int, int, int, int, int, float[], java.awt.image.DataBuffer);;1
java.awt.image.SampleModel;;setSamples;;public void setSamples(int, int, int, int, int, double[], java.awt.image.DataBuffer);;1
java.awt.color.ICC_ColorSpace;;<init>;;public void <init>(java.awt.color.ICC_Profile);;1
java.awt.color.ICC_ColorSpace;;toRGB;;public float[] toRGB(float[]);;1
java.awt.color.ICC_ColorSpace;;fromRGB;;public float[] fromRGB(float[]);;1
java.awt.color.ICC_ColorSpace;;toCIEXYZ;;public float[] toCIEXYZ(float[]);;1
java.awt.color.ICC_ColorSpace;;fromCIEXYZ;;public float[] fromCIEXYZ(float[]);;1
java.awt.Event;;getOldEventKey;;static int getOldEventKey(java.awt.event.KeyEvent);;1
java.awt.Button;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.Point;;<init>;;public void <init>(java.awt.Point);;1
java.awt.Point;;setLocation;;public void setLocation(java.awt.Point);;1
java.awt.Point;;equals;;public boolean equals(java.lang.Object);;1
java.awt.MenuComponent;;dispatchEventImpl;;void dispatchEventImpl(java.awt.AWTEvent);;1
java.awt.Component;;pointRelativeToComponent;;java.awt.Point pointRelativeToComponent(java.awt.Point);;1
java.awt.Component;;findUnderMouseInWindow;;java.awt.Component findUnderMouseInWindow(java.awt.PointerInfo);;1
java.awt.Component;;setLocation;;public void setLocation(java.awt.Point);;1
java.awt.Component;;resize;;public void resize(java.awt.Dimension);;1
java.awt.Component;;setBounds;;public void setBounds(java.awt.Rectangle);;1
java.awt.Component;;paintAll;;public void paintAll(java.awt.Graphics);;1
java.awt.Component;;printAll;;public void printAll(java.awt.Graphics);;1
java.awt.Component;;createBufferStrategy;;void createBufferStrategy(int, java.awt.BufferCapabilities) throws java.awt.AWTException;;1
java.awt.Component;;contains;;public boolean contains(java.awt.Point);;1
java.awt.Component;;getComponentAt;;public java.awt.Component getComponentAt(java.awt.Point);;1
java.awt.Component;;dispatchEventImpl;;void dispatchEventImpl(java.awt.AWTEvent);;1
java.awt.Component;;dispatchMouseWheelToAncestor;;boolean dispatchMouseWheelToAncestor(java.awt.event.MouseWheelEvent);;1
java.awt.Component;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.Component;;postEvent;;public boolean postEvent(java.awt.Event);;1
java.awt.Component;;processEvent;;protected void processEvent(java.awt.AWTEvent);;1
java.awt.Component;;processComponentEvent;;protected void processComponentEvent(java.awt.event.ComponentEvent);;1
java.awt.Component;;processFocusEvent;;protected void processFocusEvent(java.awt.event.FocusEvent);;1
java.awt.Component;;processKeyEvent;;protected void processKeyEvent(java.awt.event.KeyEvent);;1
java.awt.Component;;processMouseEvent;;protected void processMouseEvent(java.awt.event.MouseEvent);;1
java.awt.Component;;processMouseMotionEvent;;protected void processMouseMotionEvent(java.awt.event.MouseEvent);;1
java.awt.Component;;processMouseWheelEvent;;protected void processMouseWheelEvent(java.awt.event.MouseWheelEvent);;1
java.awt.Component;;processInputMethodEvent;;protected void processInputMethodEvent(java.awt.event.InputMethodEvent);;1
java.awt.Component;;processHierarchyEvent;;protected void processHierarchyEvent(java.awt.event.HierarchyEvent);;1
java.awt.Component;;processHierarchyBoundsEvent;;protected void processHierarchyBoundsEvent(java.awt.event.HierarchyEvent);;1
java.awt.Component;;handleEvent;;public boolean handleEvent(java.awt.Event);;1
java.awt.Component;;add;;public void add(java.awt.PopupMenu);;1
java.awt.Component;;remove;;public void remove(java.awt.MenuComponent);;1
java.awt.Component;;list;;public void list(java.io.PrintStream, int);;1
java.awt.Component;;list;;public void list(java.io.PrintWriter, int);;1
java.awt.Component;;applyComponentOrientation;;public void applyComponentOrientation(java.awt.ComponentOrientation);;1
java.awt.Component;;applyCompoundShape;;void applyCompoundShape(sun.java2d.pipe.Region);;1
java.awt.Dialog;;shouldBlock;;boolean shouldBlock(java.awt.Window);;1
java.awt.Dialog;;blockWindow;;void blockWindow(java.awt.Window);;1
java.awt.Dialog;;blockWindows;;void blockWindows(java.util.List);;1
java.awt.Dialog;;unblockWindow;;void unblockWindow(java.awt.Window);;1
java.awt.Dialog;;checkShouldBeBlocked;;static void checkShouldBeBlocked(java.awt.Window);;1
java.awt.MenuItem;;deleteShortcut;;void deleteShortcut(java.awt.MenuShortcut);;1
java.awt.MenuItem;;handleShortcut;;boolean handleShortcut(java.awt.event.KeyEvent);;1
java.awt.MenuItem;;getShortcutMenuItem;;java.awt.MenuItem getShortcutMenuItem(java.awt.MenuShortcut);;1
java.awt.MenuItem;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.GraphicsEnvironment;;registerFont;;public boolean registerFont(java.awt.Font);;1
java.awt.event.MouseEvent;;<init>;;public void <init>(java.awt.Component, int, long, int, int, int, int, boolean, int);;1
java.awt.List;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.Frame;;postProcessKeyEvent;;void postProcessKeyEvent(java.awt.event.KeyEvent);;1
java.awt.Toolkit;;getNativeContainer;;protected static java.awt.Container getNativeContainer(java.awt.Component);;1
java.awt.Toolkit;;getDesktopProperty;;public final synchronized java.lang.Object getDesktopProperty(java.lang.String);;1
java.awt.Choice;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.Container;;setComponentZOrder;;public void setComponentZOrder(java.awt.Component, int);;1
java.awt.Container;;addImpl;;protected void addImpl(java.awt.Component, java.lang.Object, int);;1
java.awt.Container;;remove;;public void remove(java.awt.Component);;1
java.awt.Container;;update;;public void update(java.awt.Graphics);;1
java.awt.Container;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.Container;;processContainerEvent;;protected void processContainerEvent(java.awt.event.ContainerEvent);;1
java.awt.Container;;dispatchEventImpl;;void dispatchEventImpl(java.awt.AWTEvent);;1
java.awt.Container;;deliverEvent;;public void deliverEvent(java.awt.Event);;1
java.awt.Container;;getComponentAt;;public java.awt.Component getComponentAt(java.awt.Point);;1
java.awt.Container;;findComponentAt;;public java.awt.Component findComponentAt(java.awt.Point);;1
java.awt.Container;;getAccessibleAt;;javax.accessibility.Accessible getAccessibleAt(java.awt.Point);;1
java.awt.Container;;increaseComponentCount;;final void increaseComponentCount(java.awt.Component);;1
java.awt.Container;;decreaseComponentCount;;final void decreaseComponentCount(java.awt.Component);;1
java.awt.Container;;recursiveSubtractAndApplyShape;;final void recursiveSubtractAndApplyShape(sun.java2d.pipe.Region, int, int);;1
java.awt.geom.Point2D;;setLocation;;public void setLocation(java.awt.geom.Point2D);;1
java.awt.geom.Point2D;;distanceSq;;public double distanceSq(java.awt.geom.Point2D);;1
java.awt.geom.Point2D;;distance;;public double distance(java.awt.geom.Point2D);;1
java.awt.geom.Point2D;;equals;;public boolean equals(java.lang.Object);;1
java.awt.Font;;<init>;;protected void <init>(java.awt.Font);;1
java.awt.Font;;getFont;;public static java.awt.Font getFont(java.util.Map);;1
java.awt.Font;;createFont;;public static java.awt.Font createFont(int, java.io.InputStream) throws java.awt.FontFormatException, java.io.IOException;;1
java.awt.Font;;createFont;;public static java.awt.Font createFont(int, java.io.File) throws java.awt.FontFormatException, java.io.IOException;;1
java.awt.Font;;getFamily;;public java.lang.String getFamily(java.util.Locale);;1
java.awt.Font;;getFontName;;public java.lang.String getFontName(java.util.Locale);;1
java.awt.Font;;decode;;public static java.awt.Font decode(java.lang.String);;1
java.awt.Font;;canDisplayUpTo;;public int canDisplayUpTo(java.lang.String);;1
java.awt.Font;;canDisplayUpTo;;public int canDisplayUpTo(char[], int, int);;1
java.awt.Font;;canDisplayUpTo;;public int canDisplayUpTo(java.text.CharacterIterator, int, int);;1
java.awt.Font;;getLineMetrics;;public java.awt.font.LineMetrics getLineMetrics(java.lang.String, java.awt.font.FontRenderContext);;1
java.awt.Font;;getStringBounds;;public java.awt.geom.Rectangle2D getStringBounds(java.lang.String, java.awt.font.FontRenderContext);;1
java.awt.Font;;getStringBounds;;public java.awt.geom.Rectangle2D getStringBounds(java.lang.String, int, int, java.awt.font.FontRenderContext);;1
java.awt.Font;;getStringBounds;;public java.awt.geom.Rectangle2D getStringBounds(java.text.CharacterIterator, int, int, java.awt.font.FontRenderContext);;1
java.awt.Color;;<init>;;public void <init>(java.awt.color.ColorSpace, float[], float);;2
java.awt.Color;;equals;;public boolean equals(java.lang.Object);;1
java.awt.Color;;getComponents;;public float[] getComponents(java.awt.color.ColorSpace, float[]);;1
java.awt.Color;;getColorComponents;;public float[] getColorComponents(java.awt.color.ColorSpace, float[]);;1
java.awt.dnd.DropTarget;;dragEnter;;public synchronized void dragEnter(java.awt.dnd.DropTargetDragEvent);;1
java.awt.dnd.DropTarget;;dragOver;;public synchronized void dragOver(java.awt.dnd.DropTargetDragEvent);;1
java.awt.dnd.DropTarget;;dropActionChanged;;public synchronized void dropActionChanged(java.awt.dnd.DropTargetDragEvent);;1
java.awt.dnd.DropTarget;;drop;;public synchronized void drop(java.awt.dnd.DropTargetDropEvent);;1
java.awt.dnd.DropTarget;;addNotify;;public void addNotify(java.awt.peer.ComponentPeer);;1
java.awt.Dimension;;<init>;;public void <init>(java.awt.Dimension);;1
java.awt.Dimension;;setSize;;public void setSize(java.awt.Dimension);;1
java.awt.Dimension;;equals;;public boolean equals(java.lang.Object);;1
java.awt.ComponentOrientation;;getOrientation;;public static java.awt.ComponentOrientation getOrientation(java.util.Locale);;1
java.awt.ComponentOrientation;;getOrientation;;public static java.awt.ComponentOrientation getOrientation(java.util.ResourceBundle);;1
java.awt.Rectangle;;<init>;;public void <init>(java.awt.Rectangle);;1
java.awt.Rectangle;;<init>;;public void <init>(java.awt.Point, java.awt.Dimension);;2
java.awt.Rectangle;;<init>;;public void <init>(java.awt.Point);;1
java.awt.Rectangle;;<init>;;public void <init>(java.awt.Dimension);;1
java.awt.Rectangle;;setBounds;;public void setBounds(java.awt.Rectangle);;1
java.awt.Rectangle;;setLocation;;public void setLocation(java.awt.Point);;1
java.awt.Rectangle;;setSize;;public void setSize(java.awt.Dimension);;1
java.awt.Rectangle;;contains;;public boolean contains(java.awt.Point);;1
java.awt.Rectangle;;contains;;public boolean contains(java.awt.Rectangle);;1
java.awt.Rectangle;;intersects;;public boolean intersects(java.awt.Rectangle);;1
java.awt.Rectangle;;intersection;;public java.awt.Rectangle intersection(java.awt.Rectangle);;1
java.awt.Rectangle;;union;;public java.awt.Rectangle union(java.awt.Rectangle);;1
java.awt.Rectangle;;add;;public void add(java.awt.Point);;1
java.awt.Rectangle;;add;;public void add(java.awt.Rectangle);;1
java.awt.Rectangle;;equals;;public boolean equals(java.lang.Object);;1
java.awt.Graphics;;drawPolygon;;public void drawPolygon(java.awt.Polygon);;1
java.awt.Graphics;;fillPolygon;;public void fillPolygon(java.awt.Polygon);;1
java.awt.Graphics;;getClipBounds;;public java.awt.Rectangle getClipBounds(java.awt.Rectangle);;1
java.awt.FontMetrics;;stringWidth;;public int stringWidth(java.lang.String);;1
java.awt.Insets;;equals;;public boolean equals(java.lang.Object);;1
java.awt.Window;;setMinimumSize;;public void setMinimumSize(java.awt.Dimension);;1
java.awt.Window;;updateChildFocusableWindowState;;static void updateChildFocusableWindowState(java.awt.Window);;1
java.awt.Window;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.Window;;processEvent;;protected void processEvent(java.awt.AWTEvent);;1
java.awt.Window;;processWindowEvent;;protected void processWindowEvent(java.awt.event.WindowEvent);;1
java.awt.Window;;processWindowFocusEvent;;protected void processWindowFocusEvent(java.awt.event.WindowEvent);;1
java.awt.Window;;processWindowStateEvent;;protected void processWindowStateEvent(java.awt.event.WindowEvent);;1
java.awt.Window;;preProcessKeyEvent;;void preProcessKeyEvent(java.awt.event.KeyEvent);;1
java.awt.Window;;dispatchEventImpl;;void dispatchEventImpl(java.awt.AWTEvent);;1
java.awt.Window;;postEvent;;public boolean postEvent(java.awt.Event);;1
java.awt.Window;;connectOwnedWindow;;void connectOwnedWindow(java.awt.Window);;1
java.awt.Window;;setType;;public void setType(java.awt.Window$Type);;1
java.awt.Window;;setBounds;;public void setBounds(java.awt.Rectangle);;1
java.awt.Window;;paint;;public void paint(java.awt.Graphics);;1
java.awt.ModalEventFilter;;acceptEvent;;public java.awt.EventFilter$FilterAction acceptEvent(java.awt.AWTEvent);;1
java.awt.ModalEventFilter;;compareTo;;int compareTo(java.awt.ModalEventFilter);;1
java.awt.ModalEventFilter;;createFilterForDialog;;static java.awt.ModalEventFilter createFilterForDialog(java.awt.Dialog);;1
java.awt.GraphicsDevice;;getBestConfiguration;;public java.awt.GraphicsConfiguration getBestConfiguration(java.awt.GraphicsConfigTemplate);;1
java.awt.GraphicsDevice;;isWindowTranslucencySupported;;public boolean isWindowTranslucencySupported(java.awt.GraphicsDevice$WindowTranslucency);;1
java.awt.image.BufferedImage;;<init>;;public void <init>(int, int, int, java.awt.image.IndexColorModel);;1
java.awt.image.BufferedImage;;<init>;;public void <init>(java.awt.image.ColorModel, java.awt.image.WritableRaster, boolean, java.util.Hashtable);;2
java.awt.image.BufferedImage;;setRGB;;public void setRGB(int, int, int, int, int[], int, int);;1
java.awt.image.BufferedImage;;getProperty;;public java.lang.Object getProperty(java.lang.String);;1
java.awt.image.BufferedImage;;getData;;public java.awt.image.Raster getData(java.awt.Rectangle);;1
java.awt.image.BufferedImage;;setData;;public void setData(java.awt.image.Raster);;1
java.awt.MenuBar;;setHelpMenu;;public void setHelpMenu(java.awt.Menu);;1
java.awt.MenuBar;;add;;public java.awt.Menu add(java.awt.Menu);;1
java.awt.MenuBar;;handleShortcut;;boolean handleShortcut(java.awt.event.KeyEvent);;1
java.awt.Desktop;;edit;;public void edit(java.io.File) throws java.io.IOException;;1
java.awt.Desktop;;browse;;public void browse(java.net.URI) throws java.io.IOException;;1
java.awt.Desktop;;mail;;public void mail(java.net.URI) throws java.io.IOException;;1
java.awt.TextField;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.Checkbox;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.Scrollbar;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.ScrollPane;;setScrollPosition;;public void setScrollPosition(java.awt.Point);;1
java.awt.ScrollPane;;printComponents;;public void printComponents(java.awt.Graphics);;1
java.awt.ScrollPane;;processMouseWheelEvent;;protected void processMouseWheelEvent(java.awt.event.MouseWheelEvent);;1
java.awt.Canvas;;paint;;public void paint(java.awt.Graphics);;1
java.awt.Canvas;;update;;public void update(java.awt.Graphics);;1
java.awt.Menu;;add;;public java.awt.MenuItem add(java.awt.MenuItem);;1
java.awt.CheckboxMenuItem;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.JobAttributes;;set;;public void set(java.awt.JobAttributes);;1
java.awt.JobAttributes;;setDefaultSelection;;public void setDefaultSelection(java.awt.JobAttributes$DefaultSelectionType);;1
java.awt.JobAttributes;;setDestination;;public void setDestination(java.awt.JobAttributes$DestinationType);;1
java.awt.JobAttributes;;setDialog;;public void setDialog(java.awt.JobAttributes$DialogType);;1
java.awt.JobAttributes;;setMultipleDocumentHandling;;public void setMultipleDocumentHandling(java.awt.JobAttributes$MultipleDocumentHandlingType);;1
java.awt.JobAttributes;;setPageRanges;;public void setPageRanges(int[][]);;1
java.awt.JobAttributes;;setSides;;public void setSides(java.awt.JobAttributes$SidesType);;1
java.awt.JobAttributes;;equals;;public boolean equals(java.lang.Object);;1
java.awt.PageAttributes;;set;;public void set(java.awt.PageAttributes);;1
java.awt.PageAttributes;;setColor;;public void setColor(java.awt.PageAttributes$ColorType);;1
java.awt.PageAttributes;;setMedia;;public void setMedia(java.awt.PageAttributes$MediaType);;1
java.awt.PageAttributes;;setOrientationRequested;;public void setOrientationRequested(java.awt.PageAttributes$OrientationRequestedType);;1
java.awt.PageAttributes;;setOrigin;;public void setOrigin(java.awt.PageAttributes$OriginType);;1
java.awt.PageAttributes;;setPrintQuality;;public void setPrintQuality(java.awt.PageAttributes$PrintQualityType);;1
java.awt.PageAttributes;;equals;;public boolean equals(java.lang.Object);;1
java.awt.datatransfer.Clipboard;;isDataFlavorAvailable;;public boolean isDataFlavorAvailable(java.awt.datatransfer.DataFlavor);;1
java.awt.datatransfer.Clipboard;;getData;;public java.lang.Object getData(java.awt.datatransfer.DataFlavor) throws java.awt.datatransfer.UnsupportedFlavorException, java.io.IOException;;1
java.awt.EventQueue;;dispatchEvent;;protected void dispatchEvent(java.awt.AWTEvent);;1
java.awt.EventQueue;;push;;public void push(java.awt.EventQueue);;1
java.awt.dnd.DragGestureEvent;;<init>;;public void <init>(java.awt.dnd.DragGestureRecognizer, int, java.awt.Point, java.util.List);;2
java.awt.dnd.DragGestureRecognizer;;<init>;;protected void <init>(java.awt.dnd.DragSource, java.awt.Component, int, java.awt.dnd.DragGestureListener);;1
java.awt.FocusTraversalPolicy;;getInitialComponent;;public java.awt.Component getInitialComponent(java.awt.Window);;1
java.awt.geom.Dimension2D;;setSize;;public void setSize(java.awt.geom.Dimension2D);;1
java.awt.geom.Rectangle2D;;setRect;;public void setRect(java.awt.geom.Rectangle2D);;1
java.awt.geom.Rectangle2D;;intersectsLine;;public boolean intersectsLine(java.awt.geom.Line2D);;1
java.awt.geom.Rectangle2D;;outcode;;public int outcode(java.awt.geom.Point2D);;1
java.awt.geom.Rectangle2D;;intersect;;public static void intersect(java.awt.geom.Rectangle2D, java.awt.geom.Rectangle2D, java.awt.geom.Rectangle2D);;3
java.awt.geom.Rectangle2D;;union;;public static void union(java.awt.geom.Rectangle2D, java.awt.geom.Rectangle2D, java.awt.geom.Rectangle2D);;3
java.awt.geom.Rectangle2D;;add;;public void add(java.awt.geom.Point2D);;1
java.awt.geom.Rectangle2D;;add;;public void add(java.awt.geom.Rectangle2D);;1
java.awt.geom.Rectangle2D;;equals;;public boolean equals(java.lang.Object);;1
java.awt.TextComponent;;eventEnabled;;boolean eventEnabled(java.awt.AWTEvent);;1
java.awt.TextComponent;;processTextEvent;;protected void processTextEvent(java.awt.event.TextEvent);;1
java.awt.geom.RectangularShape;;setFrame;;public void setFrame(java.awt.geom.Point2D, java.awt.geom.Dimension2D);;2
java.awt.geom.RectangularShape;;setFrame;;public void setFrame(java.awt.geom.Rectangle2D);;1
java.awt.geom.RectangularShape;;setFrameFromDiagonal;;public void setFrameFromDiagonal(java.awt.geom.Point2D, java.awt.geom.Point2D);;2
java.awt.geom.RectangularShape;;setFrameFromCenter;;public void setFrameFromCenter(java.awt.geom.Point2D, java.awt.geom.Point2D);;2
java.awt.geom.RectangularShape;;contains;;public boolean contains(java.awt.geom.Point2D);;1
java.awt.geom.RectangularShape;;intersects;;public boolean intersects(java.awt.geom.Rectangle2D);;1
java.awt.geom.RectangularShape;;contains;;public boolean contains(java.awt.geom.Rectangle2D);;1
java.awt.AWTEventMulticaster;;saveInternal;;protected void saveInternal(java.io.ObjectOutputStream, java.lang.String) throws java.io.IOException;;1
java.awt.AWTEventMulticaster;;save;;protected static void save(java.io.ObjectOutputStream, java.lang.String, java.util.EventListener) throws java.io.IOException;;1
java.awt.AWTEventMulticaster;;getListeners;;public static java.util.EventListener[] getListeners(java.util.EventListener, java.lang.Class);;1
java.awt.AWTKeyStroke;;registerSubclass;;protected static void registerSubclass(java.lang.Class);;1
java.awt.AWTKeyStroke;;getAWTKeyStroke;;public static java.awt.AWTKeyStroke getAWTKeyStroke(java.lang.Character, int);;1
java.awt.AWTKeyStroke;;getAWTKeyStrokeForEvent;;public static java.awt.AWTKeyStroke getAWTKeyStrokeForEvent(java.awt.event.KeyEvent);;1
java.awt.AWTKeyStroke;;getAWTKeyStroke;;public static java.awt.AWTKeyStroke getAWTKeyStroke(java.lang.String);;1
java.awt.AWTKeyStroke;;equals;;public final boolean equals(java.lang.Object);;1
java.awt.BasicStroke;;equals;;public boolean equals(java.lang.Object);;1
java.awt.geom.AffineTransform;;<init>;;public void <init>(java.awt.geom.AffineTransform);;1
java.awt.geom.AffineTransform;;<init>;;public void <init>(float[]);;1
java.awt.geom.AffineTransform;;<init>;;public void <init>(double[]);;1
java.awt.geom.AffineTransform;;getMatrix;;public void getMatrix(double[]);;1
java.awt.geom.AffineTransform;;setTransform;;public void setTransform(java.awt.geom.AffineTransform);;1
java.awt.geom.AffineTransform;;concatenate;;public void concatenate(java.awt.geom.AffineTransform);;1
java.awt.geom.AffineTransform;;preConcatenate;;public void preConcatenate(java.awt.geom.AffineTransform);;1
java.awt.geom.AffineTransform;;transform;;public java.awt.geom.Point2D transform(java.awt.geom.Point2D, java.awt.geom.Point2D);;1
java.awt.geom.AffineTransform;;transform;;public void transform(java.awt.geom.Point2D[], int, java.awt.geom.Point2D[], int, int);;2
java.awt.geom.AffineTransform;;transform;;public void transform(float[], int, float[], int, int);;2
java.awt.geom.AffineTransform;;transform;;public void transform(double[], int, double[], int, int);;2
java.awt.geom.AffineTransform;;transform;;public void transform(float[], int, double[], int, int);;2
java.awt.geom.AffineTransform;;transform;;public void transform(double[], int, float[], int, int);;2
java.awt.geom.AffineTransform;;inverseTransform;;public java.awt.geom.Point2D inverseTransform(java.awt.geom.Point2D, java.awt.geom.Point2D) throws java.awt.geom.NoninvertibleTransformException;;1
java.awt.geom.AffineTransform;;inverseTransform;;public void inverseTransform(double[], int, double[], int, int) throws java.awt.geom.NoninvertibleTransformException;;2
java.awt.geom.AffineTransform;;deltaTransform;;public java.awt.geom.Point2D deltaTransform(java.awt.geom.Point2D, java.awt.geom.Point2D);;1
java.awt.geom.AffineTransform;;deltaTransform;;public void deltaTransform(double[], int, double[], int, int);;2
java.awt.geom.AffineTransform;;equals;;public boolean equals(java.lang.Object);;1
java.awt.BorderLayout;;addLayoutComponent;;public void addLayoutComponent(java.awt.Component, java.lang.Object);;1
java.awt.BorderLayout;;addLayoutComponent;;public void addLayoutComponent(java.lang.String, java.awt.Component);;1
java.awt.BorderLayout;;removeLayoutComponent;;public void removeLayoutComponent(java.awt.Component);;1
java.awt.BorderLayout;;getLayoutComponent;;public java.awt.Component getLayoutComponent(java.awt.Container, java.lang.Object);;1
java.awt.BorderLayout;;minimumLayoutSize;;public java.awt.Dimension minimumLayoutSize(java.awt.Container);;1
java.awt.BorderLayout;;preferredLayoutSize;;public java.awt.Dimension preferredLayoutSize(java.awt.Container);;1
java.awt.BorderLayout;;layoutContainer;;public void layoutContainer(java.awt.Container);;1
java.awt.Polygon;;calculateBounds;;void calculateBounds(int[], int[], int);;2
java.awt.Polygon;;contains;;public boolean contains(java.awt.Point);;1
java.awt.Polygon;;contains;;public boolean contains(java.awt.geom.Point2D);;1
java.awt.Polygon;;intersects;;public boolean intersects(java.awt.geom.Rectangle2D);;1
java.awt.Polygon;;contains;;public boolean contains(java.awt.geom.Rectangle2D);;1
java.awt.CardLayout;;addLayoutComponent;;public void addLayoutComponent(java.awt.Component, java.lang.Object);;1
java.awt.CardLayout;;addLayoutComponent;;public void addLayoutComponent(java.lang.String, java.awt.Component);;1
java.awt.CardLayout;;removeLayoutComponent;;public void removeLayoutComponent(java.awt.Component);;1
java.awt.CardLayout;;preferredLayoutSize;;public java.awt.Dimension preferredLayoutSize(java.awt.Container);;1
java.awt.CardLayout;;minimumLayoutSize;;public java.awt.Dimension minimumLayoutSize(java.awt.Container);;1
java.awt.CardLayout;;layoutContainer;;public void layoutContainer(java.awt.Container);;1
java.awt.CardLayout;;checkLayout;;void checkLayout(java.awt.Container);;1
java.awt.CardLayout;;first;;public void first(java.awt.Container);;1
java.awt.CardLayout;;next;;public void next(java.awt.Container);;1
