class name;;Method name;;number of detected pattern
java.awt.CardLayout;;minimumLayoutSize;;1
java.awt.CardLayout;;layoutContainer;;1
java.awt.CardLayout;;checkLayout;;1
java.awt.CardLayout;;first;;1
java.awt.CardLayout;;next;;1
java.awt.CardLayout;;previous;;1
java.awt.CardLayout;;showDefaultComponent;;1
java.awt.CardLayout;;last;;1
java.awt.CardLayout;;show;;1
java.awt.EventDispatchThread;;pumpEventsForFilter;;1
java.awt.geom.Line2D;;setLine;;2
java.awt.geom.Line2D;;setLine;;1
java.awt.geom.Line2D;;relativeCCW;;1
java.awt.geom.Line2D;;intersectsLine;;1
java.awt.geom.Line2D;;ptSegDistSq;;1
java.awt.geom.Line2D;;ptSegDist;;1
java.awt.geom.Line2D;;ptLineDistSq;;1
java.awt.geom.Line2D;;ptLineDist;;1
java.awt.geom.Line2D;;intersects;;1
java.awt.image.DataBuffer;;<init>;;1
java.awt.image.DataBufferByte;;<init>;;1
java.awt.image.DataBufferByte;;<init>;;1
java.awt.image.DataBufferUShort;;<init>;;1
java.awt.image.DataBufferUShort;;<init>;;1
java.awt.image.DataBufferUShort;;<init>;;1
java.awt.image.DataBufferUShort;;<init>;;2
java.awt.image.DataBufferInt;;<init>;;1
java.awt.image.DataBufferInt;;<init>;;1
java.awt.KeyboardFocusManager;;getCurrentKeyboardFocusManager;;1
java.awt.KeyboardFocusManager;;initFocusTraversalKeysSet;;1
java.awt.KeyboardFocusManager;;setDefaultFocusTraversalPolicy;;1
java.awt.KeyboardFocusManager;;setDefaultFocusTraversalKeys;;1
java.awt.KeyboardFocusManager;;redispatchEvent;;2
java.awt.KeyboardFocusManager;;shouldNativelyFocusHeavyweight;;1
java.awt.KeyboardFocusManager;;isAutoFocusTransferEnabledFor;;1
java.awt.KeyboardFocusManager;;retargetUnexpectedFocusEvent;;1
java.awt.KeyboardFocusManager;;retargetFocusGained;;1
java.awt.KeyboardFocusManager;;retargetFocusLost;;1
java.awt.KeyboardFocusManager;;retargetFocusEvent;;1
java.awt.SequencedEvent;;<init>;;1
java.awt.font.TextLayout;;<init>;;2
java.awt.font.TextLayout;;<init>;;2
java.awt.font.TextLayout;;<init>;;1
java.awt.font.TextLayout;;<init>;;1
java.awt.font.TextLayout;;getNextRightHit;;1
java.awt.font.TextLayout;;getNextLeftHit;;1
java.awt.font.TextLayout;;getVisualOtherHit;;1
java.awt.font.TextLayout;;getCaretShape;;1
java.awt.font.TextLayout;;getCaretShapes;;2
java.awt.font.TextLayout;;getVisualHighlightShape;;1
java.awt.font.TextLayout;;getLogicalHighlightShape;;1
java.awt.font.TextLayout;;hitTestChar;;1
java.awt.font.TextLayout;;draw;;1
java.awt.font.TextLayout;;getBaselineFromGraphic;;1
java.awt.dnd.DropTargetDragEvent;;<init>;;1
java.awt.dnd.DropTargetEvent;;<init>;;1
java.awt.dnd.DropTargetDropEvent;;<init>;;1
java.awt.TrayIcon;;<init>;;1
java.awt.TrayIcon;;setImage;;1
java.awt.TrayIcon;;displayMessage;;3
java.awt.TrayIcon;;processEvent;;1
java.awt.TrayIcon;;processMouseEvent;;1
java.awt.TrayIcon;;processMouseMotionEvent;;1
java.awt.SystemTray;;add;;1
java.awt.DefaultFocusTraversalPolicy;;accept;;1
java.awt.ContainerOrderFocusTraversalPolicy;;getFirstComponent;;1
java.awt.ContainerOrderFocusTraversalPolicy;;getLastComponent;;1
java.awt.ContainerOrderFocusTraversalPolicy;;accept;;1
java.awt.DefaultKeyboardFocusManager;;sendMessage;;2
java.awt.DefaultKeyboardFocusManager;;dispatchEvent;;1
java.awt.DefaultKeyboardFocusManager;;dispatchKeyEvent;;1
java.awt.DefaultKeyboardFocusManager;;postProcessKeyEvent;;1
java.awt.DefaultKeyboardFocusManager;;processKeyEvent;;2
java.awt.dnd.DragSourceContext;;<init>;;4
java.awt.dnd.DragSourceContext;;dragEnter;;1
java.awt.dnd.DragSourceContext;;dragOver;;1
java.awt.dnd.DragSourceContext;;dropActionChanged;;1
java.awt.WaitDispatchSupport;;<init>;;1
java.awt.FlowLayout;;preferredLayoutSize;;1
java.awt.FlowLayout;;minimumLayoutSize;;1
java.awt.FlowLayout;;layoutContainer;;1
java.awt.font.TextLine;;computePixelBounds;;1
java.awt.font.TextLine;;draw;;1
java.awt.font.TextLine;;fastCreateTextLine;;1
java.awt.font.TextLine;;createComponentsOnRun;;3
java.awt.font.TextLine;;getComponents;;2
java.awt.font.TextLine;;createLineFromText;;1
java.awt.font.TextLine;;advanceToFirstFont;;1
java.awt.font.TextLine;;getNormalizedOffsets;;1
java.awt.font.TextLine;;getFontAtCurrentPos;;1
java.awt.font.TextLine;;getAdvanceBetween;;1
java.awt.font.NumericShaper;;getContextualShaper;;1
java.awt.font.NumericShaper;;shape;;1
java.awt.font.TransformAttribute;;equals;;1
java.awt.geom.Path2D;;append;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;contains;;1
java.awt.geom.Path2D;;intersects;;1
java.awt.geom.Path2D;;intersects;;1
java.awt.geom.Path2D;;intersects;;1
java.awt.geom.Path2D;;writeObject;;1
java.awt.geom.Path2D;;readObject;;1
java.awt.GradientPaintContext;;getCachedRaster;;1
java.awt.GradientPaintContext;;putCachedRaster;;1
java.awt.GradientPaintContext;;<init>;;6
java.awt.GradientPaintContext;;cycleFillRaster;;1
java.awt.GradientPaintContext;;clipFillRaster;;1
java.awt.image.DirectColorModel;;<init>;;1
java.awt.image.DirectColorModel;;getDataElement;;1
java.awt.image.DirectColorModel;;getDataElements;;1
java.awt.image.DirectColorModel;;coerceData;;1
java.awt.image.DirectColorModel;;isCompatibleRaster;;1
java.awt.image.PackedColorModel;;<init>;;2
java.awt.image.PackedColorModel;;<init>;;1
java.awt.image.PackedColorModel;;isCompatibleSampleModel;;1
java.awt.image.PackedColorModel;;getAlphaRaster;;1
java.awt.image.PackedColorModel;;equals;;1
java.awt.image.IndexColorModel;;<init>;;1
java.awt.image.IndexColorModel;;getReds;;1
java.awt.image.IndexColorModel;;getGreens;;1
java.awt.image.IndexColorModel;;getBlues;;1
java.awt.image.IndexColorModel;;getAlphas;;1
java.awt.image.IndexColorModel;;getDataElement;;1
java.awt.image.IndexColorModel;;getDataElements;;1
java.awt.image.IndexColorModel;;isCompatibleRaster;;1
java.awt.image.IndexColorModel;;isCompatibleSampleModel;;1
java.awt.image.IndexColorModel;;convertToIntDiscrete;;1
java.awt.image.renderable.RenderContext;;<init>;;1
java.awt.image.renderable.RenderContext;;setTransform;;1
java.awt.GridBagLayout;;setConstraints;;1
java.awt.GridBagLayout;;GetLayoutInfo;;1
java.awt.GridBagLayout;;AdjustForGravity;;2
java.awt.GridBagLayout;;GetMinSize;;2
java.awt.GridBagLayout;;ArrangeGrid;;1
java.awt.GridLayout;;preferredLayoutSize;;1
java.awt.GridLayout;;minimumLayoutSize;;1
java.awt.GridLayout;;layoutContainer;;1
java.awt.image.ImageFilter;;setProperties;;1
java.awt.image.ImageFilter;;resendTopDownLeftRight;;1
java.awt.image.ReplicateScaleFilter;;setProperties;;1
java.awt.image.ReplicateScaleFilter;;setPixels;;1
java.awt.image.ReplicateScaleFilter;;setPixels;;1
java.awt.MultipleGradientPaint;;<init>;;5
java.awt.LinearGradientPaintContext;;<init>;;2
java.awt.LinearGradientPaintContext;;fillRaster;;1
java.awt.MultipleGradientPaintContext;;<init>;;5
java.awt.image.SinglePixelPackedSampleModel;;<init>;;1
java.awt.image.SinglePixelPackedSampleModel;;createSubsetSampleModel;;1
java.awt.image.SinglePixelPackedSampleModel;;getDataElements;;1
java.awt.image.SinglePixelPackedSampleModel;;getPixel;;1
java.awt.image.SinglePixelPackedSampleModel;;getPixels;;1
java.awt.image.SinglePixelPackedSampleModel;;getSample;;1
java.awt.image.SinglePixelPackedSampleModel;;getSamples;;1
java.awt.image.SinglePixelPackedSampleModel;;setDataElements;;1
java.awt.image.SinglePixelPackedSampleModel;;setPixel;;2
java.awt.image.SinglePixelPackedSampleModel;;setPixels;;2
java.awt.image.SinglePixelPackedSampleModel;;setSample;;1
java.awt.image.SinglePixelPackedSampleModel;;setSamples;;2
java.awt.RadialGradientPaint;;<init>;;2
java.awt.RadialGradientPaint;;<init>;;1
java.awt.SplashScreen;;setImageURL;;1
java.awt.TexturePaint;;<init>;;1
java.awt.TexturePaintContext;;getContext;;3
java.awt.TexturePaintContext;;isFilterableICM;;1
java.awt.TexturePaintContext;;isFilterableDCM;;1
java.awt.TexturePaintContext;;<init>;;1
java.awt.TexturePaintContext;;makeRaster;;1
java.awt.TexturePaintContext;;makeByteRaster;;1
java.awt.TexturePaintContext;;blend;;1
java.awt.image.ComponentSampleModel;;<init>;;1
java.awt.image.ComponentSampleModel;;<init>;;2
java.awt.image.ComponentSampleModel;;orderBands;;1
java.awt.image.ComponentSampleModel;;createSubsetSampleModel;;1
java.awt.image.ComponentSampleModel;;getDataElements;;1
java.awt.image.ComponentSampleModel;;getPixel;;1
java.awt.image.ComponentSampleModel;;getPixels;;1
java.awt.image.ComponentSampleModel;;getSample;;1
java.awt.image.ComponentSampleModel;;getSampleFloat;;1
java.awt.image.ComponentSampleModel;;getSampleDouble;;1
java.awt.image.ComponentSampleModel;;getSamples;;1
java.awt.image.ComponentSampleModel;;setDataElements;;1
java.awt.image.ComponentSampleModel;;setPixel;;2
java.awt.image.ComponentSampleModel;;setPixels;;2
java.awt.image.ComponentSampleModel;;setSample;;1
java.awt.image.ComponentSampleModel;;setSample;;1
java.awt.image.ComponentSampleModel;;setSample;;1
java.awt.image.ComponentSampleModel;;setSamples;;2
java.awt.datatransfer.DataFlavor;;tryToLoadClass;;1
java.awt.datatransfer.DataFlavor;;<init>;;1
java.awt.datatransfer.DataFlavor;;<init>;;1
java.awt.datatransfer.DataFlavor;;<init>;;1
java.awt.datatransfer.DataFlavor;;<init>;;1
java.awt.datatransfer.DataFlavor;;getReaderForText;;1
java.awt.datatransfer.DataFlavor;;getParameter;;1
java.awt.datatransfer.DataFlavor;;isMimeTypeEqual;;1
java.awt.datatransfer.DataFlavor;;isMimeTypeEqual;;1
java.awt.datatransfer.DataFlavor;;writeExternal;;1
java.awt.datatransfer.DataFlavor;;readExternal;;1
java.awt.color.ICC_Profile;;getProfileDataFromStream;;1
java.awt.color.ICC_Profile;;getDeferredInstance;;1
java.awt.color.ICC_Profile;;write;;1
java.awt.color.ICC_Profile;;intFromBigEndian;;1
java.awt.color.ICC_Profile;;intToBigEndian;;1
java.awt.color.ICC_Profile;;shortFromBigEndian;;1
java.awt.color.ICC_Profile;;shortToBigEndian;;1
java.awt.datatransfer.MimeType;;<init>;;3
java.awt.datatransfer.MimeType;;equals;;1
java.awt.datatransfer.MimeType;;writeExternal;;1
java.awt.datatransfer.MimeType;;readExternal;;1
java.awt.datatransfer.MimeTypeParameterList;;equals;;1
java.awt.datatransfer.MimeTypeParameterList;;parse;;1
java.awt.datatransfer.MimeTypeParameterList;;get;;1
java.awt.datatransfer.MimeTypeParameterList;;set;;1
java.awt.datatransfer.MimeTypeParameterList;;remove;;1
java.awt.datatransfer.StringSelection;;isDataFlavorSupported;;1
java.awt.datatransfer.StringSelection;;getTransferData;;1
java.awt.datatransfer.SystemFlavorMap;;decodeJavaMIMEType;;1
java.awt.font.ImageGraphicAttribute;;<init>;;1
java.awt.font.ImageGraphicAttribute;;draw;;1
java.awt.font.LineBreakMeasurer;;<init>;;1
java.awt.font.LineBreakMeasurer;;insertChar;;1
java.awt.font.LineBreakMeasurer;;deleteChar;;1
java.awt.font.TextMeasurer;;insertChar;;1
java.awt.font.TextMeasurer;;deleteChar;;1
java.awt.font.StyledParagraph;;<init>;;1
java.awt.font.StyledParagraph;;insertChar;;2
java.awt.font.StyledParagraph;;deleteChar;;2
java.awt.font.StyledParagraph;;addInputMethodAttrs;;1
java.awt.font.ShapeGraphicAttribute;;draw;;1
java.awt.font.TextJustifier;;<init>;;1
java.awt.geom.Arc2D;;setArc;;2
java.awt.geom.Arc2D;;setArc;;1
java.awt.geom.Arc2D;;setArc;;1
java.awt.geom.Arc2D;;setArcByTangent;;3
java.awt.geom.Arc2D;;setAngleStart;;1
java.awt.geom.Arc2D;;setAngles;;2
java.awt.geom.Arc2D;;contains;;1
java.awt.geom.Arc2D;;equals;;1
java.awt.geom.ArcIterator;;<init>;;1
java.awt.geom.ArcIterator;;currentSegment;;1
java.awt.geom.ArcIterator;;currentSegment;;1
java.awt.geom.Area;;<init>;;1
java.awt.geom.Area;;add;;1
java.awt.geom.Area;;subtract;;1
java.awt.geom.Area;;intersect;;1
java.awt.geom.Area;;exclusiveOr;;1
java.awt.geom.Area;;transform;;1
java.awt.geom.Area;;contains;;1
java.awt.geom.Area;;contains;;1
java.awt.geom.Area;;intersects;;1
java.awt.geom.FlatteningPathIterator;;currentSegment;;1
java.awt.geom.FlatteningPathIterator;;currentSegment;;1
java.awt.geom.CubicCurve2D;;setCurve;;1
java.awt.geom.CubicCurve2D;;setCurve;;4
java.awt.geom.CubicCurve2D;;setCurve;;1
java.awt.geom.CubicCurve2D;;setCurve;;1
java.awt.geom.CubicCurve2D;;getFlatnessSq;;1
java.awt.geom.CubicCurve2D;;getFlatness;;1
java.awt.geom.CubicCurve2D;;subdivide;;1
java.awt.geom.CubicCurve2D;;subdivide;;1
java.awt.geom.CubicCurve2D;;solveCubic;;2
java.awt.geom.CubicCurve2D;;contains;;1
java.awt.geom.CubicCurve2D;;intersects;;1
java.awt.geom.CubicCurve2D;;contains;;1
java.awt.geom.QuadCurve2D;;setCurve;;1
java.awt.geom.QuadCurve2D;;setCurve;;3
java.awt.geom.QuadCurve2D;;setCurve;;1
java.awt.geom.QuadCurve2D;;setCurve;;1
java.awt.geom.QuadCurve2D;;getFlatnessSq;;1
java.awt.geom.QuadCurve2D;;getFlatness;;1
java.awt.geom.QuadCurve2D;;subdivide;;1
java.awt.geom.QuadCurve2D;;subdivide;;1
java.awt.geom.QuadCurve2D;;solveQuadratic;;2
java.awt.geom.QuadCurve2D;;contains;;1
java.awt.geom.QuadCurve2D;;intersects;;1
java.awt.geom.QuadCurve2D;;contains;;1
java.awt.geom.CubicIterator;;currentSegment;;1
java.awt.geom.CubicIterator;;currentSegment;;1
java.awt.geom.Ellipse2D;;equals;;1
java.awt.geom.EllipseIterator;;<init>;;1
java.awt.geom.EllipseIterator;;currentSegment;;1
java.awt.geom.EllipseIterator;;currentSegment;;1
java.awt.geom.LineIterator;;currentSegment;;1
java.awt.geom.LineIterator;;currentSegment;;1
java.awt.geom.QuadIterator;;currentSegment;;1
java.awt.geom.QuadIterator;;currentSegment;;1
java.awt.geom.RectIterator;;<init>;;1
java.awt.geom.RectIterator;;currentSegment;;1
java.awt.geom.RectIterator;;currentSegment;;1
java.awt.geom.RoundRectangle2D;;setRoundRect;;1
java.awt.geom.RoundRectangle2D;;equals;;1
java.awt.geom.RoundRectIterator;;<init>;;1
java.awt.geom.RoundRectIterator;;currentSegment;;1
java.awt.geom.RoundRectIterator;;currentSegment;;1
java.awt.image.AffineTransformOp;;<init>;;1
java.awt.image.AffineTransformOp;;<init>;;1
java.awt.image.AffineTransformOp;;filter;;2
java.awt.image.AffineTransformOp;;filter;;2
java.awt.image.AffineTransformOp;;getBounds2D;;1
