class name;;Method name;;number of detected pattern
java.lang.invoke.AdapterMethodHandle;;canUnboxArgument;;2
java.lang.invoke.AdapterMethodHandle;;makeUnboxArgument;;2
java.lang.invoke.AdapterMethodHandle;;canBoxArgument;;2
java.lang.invoke.AdapterMethodHandle;;canBoxArgument;;2
java.lang.invoke.AdapterMethodHandle;;makeBoxArgument;;2
java.lang.invoke.AdapterMethodHandle;;canDropArguments;;2
java.lang.invoke.AdapterMethodHandle;;makeDropArguments;;2
java.lang.invoke.AdapterMethodHandle;;canDupArguments;;2
java.lang.invoke.AdapterMethodHandle;;makeDupArguments;;2
java.lang.invoke.AdapterMethodHandle;;canSwapArguments;;2
java.lang.invoke.AdapterMethodHandle;;makeSwapArguments;;2
java.lang.invoke.AdapterMethodHandle;;canRotateArguments;;2
java.lang.invoke.AdapterMethodHandle;;makeRotateArguments;;2
java.lang.invoke.AdapterMethodHandle;;canSpreadArguments;;2
java.lang.invoke.AdapterMethodHandle;;makeSpreadArguments;;2
java.lang.invoke.AdapterMethodHandle;;canCollectArguments;;2
java.lang.invoke.AdapterMethodHandle;;makeCollectArguments;;2
java.lang.invoke.AdapterMethodHandle;;nonAdapter;;1
java.lang.invoke.BoundMethodHandle;;<init>;;1
java.lang.invoke.BoundMethodHandle;;<init>;;1
java.lang.invoke.BoundMethodHandle;;<init>;;2
java.lang.invoke.BoundMethodHandle;;<init>;;1
java.lang.invoke.BoundMethodHandle;;checkReferenceArgument;;1
java.lang.invoke.BoundMethodHandle;;bindPrimitiveArgument;;1
java.lang.invoke.BoundMethodHandle;;badBoundArgumentException;;1
java.lang.invoke.BoundMethodHandle;;noParens;;1
java.lang.invoke.MethodHandle;;<init>;;1
java.lang.invoke.MethodHandle;;invokeWithArguments;;1
java.lang.invoke.MethodHandle;;asSpreaderChecks;;1
java.lang.invoke.MethodHandle;;spreadArrayChecks;;1
java.lang.invoke.MethodHandle;;asVarargsCollector;;1
java.lang.invoke.MethodType;;checkRtype;;1
java.lang.invoke.MethodType;;checkPtype;;1
java.lang.invoke.MethodType;;checkPtypes;;1
java.lang.invoke.MethodType;;newIndexOutOfBoundsException;;1
java.lang.invoke.MethodType;;listToArray;;1
java.lang.invoke.MethodType;;methodType;;1
java.lang.invoke.MethodType;;makeImpl;;1
java.lang.invoke.MethodType;;wrapWithPrims;;1
java.lang.invoke.MethodType;;unwrapWithNoPrims;;1
java.lang.invoke.MethodType;;equals;;1
java.lang.invoke.MethodType;;isConvertibleTo;;1
java.lang.invoke.MethodType;;canConvert;;2
java.lang.invoke.MethodType;;fromMethodDescriptorString;;1
java.lang.invoke.MethodType;;writeObject;;1
java.lang.invoke.MethodType;;readObject;;1
java.lang.invoke.DirectMethodHandle;;<init>;;1
java.lang.invoke.MethodHandleNatives;;notifyGenericMethodType;;1
java.lang.invoke.MethodHandleNatives;;raiseException;;2
java.lang.invoke.MethodHandleNatives;;isCallerSensitive;;1
java.lang.invoke.MethodHandleStatics;;getNameString;;1
java.lang.invoke.MethodHandles;;spreadInvoker;;1
java.lang.invoke.MethodHandles;;exactInvoker;;1
java.lang.invoke.MethodHandles;;invoker;;1
java.lang.invoke.MethodHandles;;checkValue;;2
java.lang.invoke.MethodHandles;;permuteArguments;;1
java.lang.invoke.MethodHandles;;checkReorder;;3
java.lang.invoke.MethodHandles;;constant;;1
java.lang.invoke.MethodHandles;;identity;;1
java.lang.invoke.MethodHandles;;insertArguments;;2
java.lang.invoke.MethodHandles;;dropArguments;;2
java.lang.invoke.MethodHandles;;filterArguments;;2
java.lang.invoke.MethodHandles;;filterArgument;;2
java.lang.invoke.MethodHandles;;filterReturnValue;;2
java.lang.invoke.MethodHandles;;foldArguments;;2
java.lang.invoke.MethodHandles;;guardWithTest;;3
java.lang.invoke.MethodHandles;;catchException;;2
java.lang.invoke.MethodTypeForm;;<init>;;1
java.lang.invoke.MethodTypeForm;;primsAtEndOrder;;1
java.lang.invoke.MethodTypeForm;;reorderParameters;;2
java.lang.invoke.MethodTypeForm;;canonicalize;;1
java.lang.invoke.MethodTypeForm;;canonicalize;;1
java.lang.invoke.MethodTypeForm;;canonicalizes;;1
java.lang.invoke.Invokers;;<init>;;1
java.lang.invoke.Invokers;;invokerType;;1
java.lang.invoke.MemberName;;<init>;;1
java.lang.invoke.MemberName;;<init>;;1
java.lang.invoke.MemberName;;<init>;;1
java.lang.invoke.MemberName;;<init>;;1
java.lang.invoke.MemberName;;<init>;;1
java.lang.invoke.MemberName;;getName;;1
java.lang.invoke.MemberName;;access$000;;1
java.lang.invoke.MemberName;;access$100;;1
java.lang.invoke.MemberName;;access$002;;1
java.lang.invoke.MemberName;;access$102;;1
java.lang.invoke.MemberName;;access$200;;1
java.lang.invoke.CallSite;;<init>;;1
java.lang.invoke.CallSite;;<init>;;1
java.lang.invoke.CallSite;;<init>;;1
java.lang.invoke.CallSite;;checkTargetChange;;2
java.lang.invoke.CallSite;;makeSite;;2
java.lang.invoke.CallSite;;maybeReBox;;1
java.lang.invoke.CallSite;;maybeReBoxElements;;1
java.lang.invoke.MethodHandleImpl;;findMethod;;1
java.lang.invoke.MethodHandleImpl;;makeAllocator;;1
java.lang.invoke.MethodHandleImpl;;accessArrayElement;;1
java.lang.invoke.MethodHandleImpl;;bindReceiver;;1
java.lang.invoke.MethodHandleImpl;;permuteArguments;;4
java.lang.invoke.MethodHandleImpl;;convertArguments;;2
java.lang.invoke.MethodHandleImpl;;convertArguments;;3
java.lang.invoke.MethodHandleImpl;;spreadArguments;;1
java.lang.invoke.MethodHandleImpl;;spreadArgumentsFromPos;;1
java.lang.invoke.MethodHandleImpl;;spreadArguments;;2
java.lang.invoke.MethodHandleImpl;;collectArguments;;2
java.lang.invoke.MethodHandleImpl;;collectArguments;;3
java.lang.invoke.MethodHandleImpl;;filterArgument;;2
java.lang.invoke.MethodHandleImpl;;foldArguments;;2
java.lang.invoke.MethodHandleImpl;;dropArguments;;2
java.lang.invoke.MethodHandleImpl;;makeGuardWithTest;;3
java.lang.invoke.MethodHandleImpl;;makeGuardWithCatch;;2
java.lang.invoke.CountingMethodHandle;;<init>;;1
java.lang.invoke.FilterGeneric;;<init>;;1
java.lang.invoke.FilterGeneric;;getAdapter;;1
java.lang.invoke.FilterGeneric;;makeArgumentFolder;;1
java.lang.invoke.FilterGeneric;;makeArgumentCollector;;1
java.lang.invoke.FilterGeneric;;make;;2
java.lang.invoke.FilterGeneric;;targetType;;3
java.lang.invoke.FilterGeneric;;entryType;;3
java.lang.invoke.FilterGeneric;;findAdapter;;2
java.lang.invoke.ToGeneric;;<init>;;1
java.lang.invoke.ToGeneric;;makeRawArgumentFilter;;3
java.lang.invoke.ToGeneric;;computeReturnConversion;;2
java.lang.invoke.ToGeneric;;makeInstance;;2
java.lang.invoke.ToGeneric;;make;;2
java.lang.invoke.ToGeneric;;of;;1
java.lang.invoke.ToGeneric;;findAdapter;;1
java.lang.invoke.FromGeneric;;<init>;;1
java.lang.invoke.FromGeneric;;computeReturnConversion;;2
java.lang.invoke.FromGeneric;;computeUnboxingInvoker;;2
java.lang.invoke.FromGeneric;;makeInstance;;1
java.lang.invoke.FromGeneric;;make;;1
java.lang.invoke.FromGeneric;;of;;1
java.lang.invoke.FromGeneric;;findAdapter;;1
java.lang.invoke.SpreadGeneric;;<init>;;1
java.lang.invoke.SpreadGeneric;;preSpreadType;;1
java.lang.invoke.SpreadGeneric;;makeInstance;;1
java.lang.invoke.SpreadGeneric;;make;;1
java.lang.invoke.SpreadGeneric;;of;;1
java.lang.invoke.SpreadGeneric;;findAdapter;;2
java.lang.invoke.SpreadGeneric;;access$000;;1
java.lang.invoke.InvokeGeneric;;<init>;;1
java.lang.invoke.InvokeGeneric;;dropDispatchArguments;;1
java.lang.invoke.InvokeGeneric;;dispatch;;2
java.lang.invoke.InvokeGeneric;;dispatchWithConversion;;1
java.lang.invoke.InvokeGeneric;;returnConversionNeeded;;2
java.lang.invoke.InvokeGeneric;;addReturnConversion;;1
java.lang.reflect.Proxy;;getProxyClass;;1
java.lang.reflect.Proxy;;newProxyInstance;;1
java.lang.reflect.Proxy;;isProxyClass;;1
java.lang.reflect.Proxy;;getInvocationHandler;;1
java.lang.invoke.MethodHandleProxies;;asInterfaceInstance;;2
java.lang.invoke.MethodHandleProxies;;isObjectMethod;;1
java.lang.invoke.MethodHandleProxies;;callObjectMethod;;3
java.lang.invoke.MethodHandleProxies;;getSingleNameMethods;;1
java.lang.invoke.MutableCallSite;;syncAll;;1
java.lang.invoke.SwitchPoint;;invalidateAll;;1
java.lang.management.LockInfo;;<init>;;1
java.lang.management.LockInfo;;<init>;;1
java.lang.management.ManagementFactory;;newPlatformMXBeanProxy;;2
java.lang.management.ManagementFactory;;getPlatformMXBean;;1
java.lang.management.ManagementFactory;;getPlatformMXBeans;;1
java.lang.management.ManagementFactory;;getPlatformMXBean;;1
java.lang.management.ManagementFactory;;getPlatformMXBeans;;1
java.lang.management.PlatformComponent;;getGcMXBeanList;;1
java.lang.management.PlatformComponent;;getOSMXBeanList;;1
java.lang.management.PlatformComponent;;keyProperties;;1
java.lang.management.PlatformComponent;;getObjectNames;;1
java.lang.management.PlatformComponent;;getPlatformComponent;;1
java.lang.management.ThreadInfo;;<init>;;4
java.lang.management.ThreadInfo;;initialize;;1
java.lang.management.ManagementPermission;;<init>;;1
java.lang.management.ManagementPermission;;<init>;;1
java.lang.management.MemoryNotificationInfo;;<init>;;2
java.lang.reflect.ReflectAccess;;getMethodAccessor;;1
java.lang.reflect.ReflectAccess;;setMethodAccessor;;1
java.lang.reflect.ReflectAccess;;getConstructorAccessor;;1
java.lang.reflect.ReflectAccess;;setConstructorAccessor;;1
java.lang.reflect.ReflectAccess;;getConstructorSlot;;1
java.lang.reflect.ReflectAccess;;getConstructorSignature;;1
java.lang.reflect.ReflectAccess;;getConstructorAnnotations;;1
java.lang.reflect.ReflectAccess;;getConstructorParameterAnnotations;;1
java.lang.reflect.ReflectAccess;;copyMethod;;1
java.lang.reflect.ReflectAccess;;copyField;;1
java.lang.reflect.ReflectAccess;;copyConstructor;;1
java.lang.String;;<init>;;1
java.lang.String;;<init>;;1
java.lang.String;;<init>;;1
java.lang.String;;<init>;;1
java.lang.String;;<init>;;1
java.lang.String;;<init>;;1
java.lang.String;;<init>;;1
java.lang.String;;getBytes;;1
java.lang.String;;getBytes;;1
java.lang.String;;getBytes;;1
java.lang.String;;equals;;1
java.lang.String;;contentEquals;;1
java.lang.String;;compareTo;;1
java.lang.String;;regionMatches;;1
java.lang.String;;regionMatches;;1
java.lang.String;;startsWith;;1
java.lang.String;;endsWith;;1
java.lang.String;;indexOf;;1
java.lang.String;;indexOf;;2
java.lang.String;;lastIndexOf;;1
java.lang.String;;lastIndexOf;;2
java.lang.String;;concat;;1
java.lang.String;;contains;;1
java.lang.String;;replace;;2
java.lang.String;;split;;1
java.lang.String;;toLowerCase;;1
java.lang.String;;toUpperCase;;1
java.lang.Throwable;;printStackTrace;;1
java.lang.Throwable;;printEnclosedStackTrace;;3
java.lang.Throwable;;setStackTrace;;1
java.lang.Throwable;;readObject;;1
java.lang.Throwable;;writeObject;;1
java.lang.Throwable;;addSuppressed;;1
java.lang.StackTraceElement;;equals;;1
java.lang.Class;;toClass;;1
java.lang.Class;;addAll;;2
java.lang.Class;;searchFields;;2
java.lang.Class;;searchMethods;;2
java.lang.Class;;copyFields;;1
java.lang.Class;;copyMethods;;1
java.lang.Class;;copyConstructors;;1
java.lang.Class;;cannotCastMsg;;1
java.lang.Class;;asSubclass;;1
java.lang.Class;;getAnnotation;;1
java.lang.Class;;isAnnotationPresent;;1
java.lang.StringBuffer;;<init>;;1
java.lang.StringBuffer;;<init>;;1
java.lang.StringBuffer;;indexOf;;1
java.lang.StringBuffer;;lastIndexOf;;1
java.lang.StringBuffer;;writeObject;;1
java.lang.StringBuffer;;readObject;;1
java.lang.AbstractStringBuilder;;replace;;1
java.lang.AbstractStringBuilder;;indexOf;;1
java.lang.AbstractStringBuilder;;lastIndexOf;;1
java.lang.Boolean;;equals;;1
java.lang.Boolean;;compareTo;;1
java.lang.Long;;getChars;;1
java.lang.Long;;parseLong;;1
java.lang.Long;;decode;;1
java.lang.Long;;equals;;1
java.lang.Long;;compareTo;;1
java.lang.Integer;;getChars;;1
java.lang.Integer;;parseInt;;1
java.lang.Integer;;equals;;1
java.lang.Integer;;decode;;1
java.lang.Integer;;compareTo;;1
java.lang.Short;;equals;;1
java.lang.Short;;compareTo;;1
java.lang.Float;;equals;;1
java.lang.Float;;compareTo;;1
java.lang.Double;;equals;;1
java.lang.Double;;compareTo;;1
java.lang.reflect.Constructor;;getAnnotation;;1
java.lang.ClassLoader;;checkPackageAccess;;1
java.lang.ClassLoader;;preDefineClass;;1
java.lang.ClassLoader;;defineClassSourceLocation;;1
java.lang.ClassLoader;;postDefineClass;;1
java.lang.ClassLoader;;defineClass;;1
java.lang.ClassLoader;;checkCerts;;1
java.lang.ClassLoader;;compareCerts;;1
java.lang.ClassLoader;;setSigners;;1
java.lang.ClassLoader;;loadLibrary1;;1
java.lang.ClassLoader;;desiredAssertionStatus;;1
java.lang.Package;;isSealed;;1
java.lang.Package;;isCompatibleWith;;1
java.lang.Package;;getPackage;;1
java.lang.Package;;<init>;;2
java.lang.Package;;getSystemPackage;;1
java.lang.reflect.Method;;getAnnotation;;1
java.lang.reflect.Field;;getTypeName;;1
java.lang.reflect.Field;;getAnnotation;;1
java.lang.reflect.AccessibleObject;;setAccessible;;1
java.lang.reflect.AccessibleObject;;setAccessible0;;1
java.lang.Character;;equals;;1
java.lang.Character;;codePointAt;;1
java.lang.Character;;codePointAtImpl;;1
java.lang.Character;;codePointBefore;;1
java.lang.Character;;codePointBeforeImpl;;1
java.lang.Character;;toChars;;1
java.lang.Character;;toSurrogates;;1
java.lang.Character;;codePointCount;;1
java.lang.Character;;codePointCountImpl;;1
java.lang.Character;;offsetByCodePoints;;1
java.lang.Character;;offsetByCodePointsImpl;;1
java.lang.Character;;compareTo;;1
java.lang.Byte;;equals;;1
java.lang.Byte;;compareTo;;1
java.lang.ref.Finalizer;;access$100;;1
java.lang.ref.Finalizer;;access$400;;1
java.lang.Thread;;init;;2
java.lang.Thread;;stop;;1
java.lang.Thread;;setName;;1
java.lang.Thread;;processQueue;;2
java.lang.StringBuilder;;<init>;;1
java.lang.StringBuilder;;<init>;;1
java.lang.StringBuilder;;indexOf;;1
java.lang.StringBuilder;;lastIndexOf;;1
java.lang.StringBuilder;;writeObject;;1
java.lang.StringBuilder;;readObject;;1
java.lang.System;;setSecurityManager;;1
java.lang.System;;checkKey;;1
java.lang.SecurityManager;;checkPermission;;1
java.lang.SecurityManager;;checkAccess;;1
java.lang.SecurityManager;;checkAccess;;1
java.lang.SecurityManager;;checkLink;;1
java.lang.SecurityManager;;checkRead;;1
java.lang.SecurityManager;;checkWrite;;1
java.lang.SecurityManager;;checkConnect;;1
java.lang.SecurityManager;;checkConnect;;1
java.lang.SecurityManager;;checkAccept;;1
java.lang.SecurityManager;;checkMulticast;;1
java.lang.SecurityManager;;checkMulticast;;1
java.lang.SecurityManager;;checkTopLevelWindow;;1
java.lang.SecurityManager;;checkPackageAccess;;1
java.lang.SecurityManager;;checkPackageDefinition;;1
java.lang.SecurityManager;;checkMemberAccess;;1
java.lang.ThreadLocal;;getMap;;1
java.lang.ThreadLocal;;createMap;;1
java.lang.ThreadLocal;;access$400;;1
java.lang.ApplicationShutdownHooks;;add;;1
java.lang.ApplicationShutdownHooks;;remove;;1
java.lang.ThreadGroup;;<init>;;1
java.lang.ThreadGroup;;checkParentAccess;;1
java.lang.ThreadGroup;;enumerate;;1
java.lang.ThreadGroup;;list;;1
java.lang.ThreadGroup;;uncaughtException;;2
java.lang.ref.ReferenceQueue;;enqueue;;1
java.lang.Enum;;compareTo;;1
java.lang.Enum;;valueOf;;2
java.lang.ClassValue;;getCacheCarefully;;1
java.lang.ClassValue;;getMap;;1
java.lang.ClassValue;;initializeMap;;1
java.lang.ConditionalSpecialCasing;;toLowerCaseEx;;1
java.lang.ConditionalSpecialCasing;;toUpperCaseEx;;1
java.lang.ConditionalSpecialCasing;;toUpperCaseCharArray;;1
java.lang.ConditionalSpecialCasing;;lookUpTable;;2
java.lang.ConditionalSpecialCasing;;isFinalCased;;1
java.lang.ConditionalSpecialCasing;;isAfterI;;1
java.lang.ConditionalSpecialCasing;;isAfterSoftDotted;;1
java.lang.ConditionalSpecialCasing;;isMoreAbove;;1
java.lang.ConditionalSpecialCasing;;isBeforeDot;;1
java.lang.EnumConstantNotPresentException;;<init>;;1
java.lang.InheritableThreadLocal;;getMap;;1
java.lang.InheritableThreadLocal;;createMap;;1
java.lang.ProcessBuilder;;<init>;;1
java.lang.ProcessBuilder;;<init>;;1
java.lang.ProcessBuilder;;command;;1
java.lang.ProcessBuilder;;command;;1
java.lang.ProcessBuilder;;redirectInput;;1
java.lang.ProcessBuilder;;redirectOutput;;1
java.lang.ProcessBuilder;;redirectError;;1
java.lang.ProcessImpl;;newFileOutputStream;;1
java.lang.ProcessImpl;;<init>;;1
java.lang.ProcessImpl;;access$002;;1
java.lang.ProcessImpl;;access$202;;1
java.lang.ProcessImpl;;access$302;;1
java.lang.ProcessEnvironment;;validateName;;1
java.lang.ProcessEnvironment;;validateValue;;1
java.lang.ProcessEnvironment;;nonNullString;;1
java.lang.ProcessEnvironment;;addToEnv;;1
java.lang.Runtime;;exec;;1
java.lang.Runtime;;loadLibrary0;;1
java.lang.StringCoding;;deref;;1
java.lang.StringCoding;;set;;1
java.lang.StringCoding;;decode;;1
java.lang.StringCoding;;encode;;1
java.lang.annotation.IncompleteAnnotationException;;<init>;;1
java.lang.invoke.AdapterMethodHandle;;<init>;;1
java.lang.invoke.AdapterMethodHandle;;canPairwiseConvert;;2
java.lang.invoke.AdapterMethodHandle;;canConvertArgument;;2
java.lang.invoke.AdapterMethodHandle;;makePairwiseConvert;;2
java.lang.invoke.AdapterMethodHandle;;isTrivialConversion;;2
java.lang.invoke.AdapterMethodHandle;;makeReturnConversion;;1
java.lang.invoke.AdapterMethodHandle;;makePermutation;;3
java.lang.invoke.AdapterMethodHandle;;extractStackMove;;1
java.lang.invoke.AdapterMethodHandle;;diffTypes;;2
java.lang.invoke.AdapterMethodHandle;;diffReturnTypes;;2
java.lang.invoke.AdapterMethodHandle;;diffParamTypes;;2
java.lang.invoke.AdapterMethodHandle;;makeRetype;;1
java.lang.invoke.AdapterMethodHandle;;makeVarargsCollector;;1
java.lang.invoke.AdapterMethodHandle;;canCheckCast;;2
java.lang.invoke.AdapterMethodHandle;;canCheckCast;;2
java.lang.invoke.AdapterMethodHandle;;makeCheckCast;;1
java.lang.invoke.AdapterMethodHandle;;canPrimCast;;2
