class name;;Method name;;method Declaration;;number of detected pattern
java.text.RBCollationTables;;reverse;;static void reverse(java.lang.StringBuffer, int, int);;1
java.text.RBCollationTables;;getEntry;;static final int getEntry(java.util.Vector, java.lang.String, boolean);;1
java.text.CollationKey;;<init>;;protected void <init>(java.lang.String);;1
java.text.DateFormat;;format;;public final java.lang.StringBuffer format(java.lang.Object, java.lang.StringBuffer, java.text.FieldPosition);;1
java.text.SimpleDateFormat;;<init>;;void <init>(int, int, java.util.Locale);;1
java.text.SimpleDateFormat;;set2DigitYearStart;;public void set2DigitYearStart(java.util.Date);;1
java.text.SimpleDateFormat;;format;;public java.lang.StringBuffer format(java.util.Date, java.lang.StringBuffer, java.text.FieldPosition);;1
java.text.SimpleDateFormat;;formatToCharacterIterator;;public java.text.AttributedCharacterIterator formatToCharacterIterator(java.lang.Object);;1
java.text.SimpleDateFormat;;parse;;public java.util.Date parse(java.lang.String, java.text.ParsePosition);;2
java.text.SimpleDateFormat;;setDateFormatSymbols;;public void setDateFormatSymbols(java.text.DateFormatSymbols);;1
java.text.SimpleDateFormat;;equals;;public boolean equals(java.lang.Object);;1
java.text.DecimalFormat;;<init>;;public void <init>(java.lang.String, java.text.DecimalFormatSymbols);;1
java.text.DecimalFormat;;format;;public final java.lang.StringBuffer format(java.lang.Object, java.lang.StringBuffer, java.text.FieldPosition);;1
java.text.DecimalFormat;;format;;public java.lang.StringBuffer format(double, java.lang.StringBuffer, java.text.FieldPosition);;1
java.text.DecimalFormat;;format;;public java.lang.StringBuffer format(long, java.lang.StringBuffer, java.text.FieldPosition);;1
java.text.DecimalFormat;;formatToCharacterIterator;;public java.text.AttributedCharacterIterator formatToCharacterIterator(java.lang.Object);;1
java.text.DecimalFormat;;parse;;public java.lang.Number parse(java.lang.String, java.text.ParsePosition);;2
java.text.DecimalFormat;;setDecimalFormatSymbols;;public void setDecimalFormatSymbols(java.text.DecimalFormatSymbols);;1
java.text.DecimalFormat;;setRoundingMode;;public void setRoundingMode(java.math.RoundingMode);;1
java.text.DigitList;;set;;final void set(boolean, java.lang.String, int, boolean);;1
java.text.DigitList;;set;;final void set(boolean, java.math.BigDecimal, int, boolean);;1
java.text.DigitList;;set;;final void set(boolean, java.math.BigInteger, int);;1
java.text.DigitList;;equals;;public boolean equals(java.lang.Object);;1
java.text.DecimalFormatSymbols;;setCurrency;;public void setCurrency(java.util.Currency);;1
java.text.DecimalFormatSymbols;;setExponentSeparator;;public void setExponentSeparator(java.lang.String);;1
java.text.PatternEntry;;addToBuffer;;void addToBuffer(java.lang.StringBuffer, boolean, boolean, java.text.PatternEntry);;1
java.text.PatternEntry;;appendQuoted;;static void appendQuoted(java.lang.String, java.lang.StringBuffer);;2
java.text.PatternEntry;;<init>;;void <init>(int, java.lang.StringBuffer, java.lang.StringBuffer);;2
java.text.Normalizer;;normalize;;public static java.lang.String normalize(java.lang.CharSequence, java.text.Normalizer$Form);;1
java.text.Normalizer;;isNormalized;;public static boolean isNormalized(java.lang.CharSequence, java.text.Normalizer$Form);;1
java.text.RBTableBuilder;;build;;public void build(java.lang.String, int) throws java.text.ParseException;;1
