class name;;number of detected pattern
java.util.prefs.NodeChangeEvent;;0
java.util.zip.ZipFile;;0
java.util.zip.DeflaterInputStream;;0
java.util.concurrent.ConcurrentLinkedQueue;;0
java.util.concurrent.ConcurrentLinkedDeque;;0
java.util.logging.Level;;0
java.util.jar.Manifest;;0
java.util.IdentityHashMap;;0
java.util.zip.CRC32;;0
java.util.prefs.WindowsPreferencesFactory;;0
