class name;;number of detected pattern
java.util.SimpleTimeZone;;0
java.util.TimSort;;1
java.util.logging.LoggingPermission;;0
java.util.jar.JarEntry;;0
java.util.concurrent.TimeUnit;;0
java.util.IllegalFormatConversionException;;0
java.util.JumboEnumSet;;2
java.util.zip.Adler32;;0
java.util.concurrent.PriorityBlockingQueue;;0
java.util.AbstractSequentialList;;0
java.util.PropertyResourceBundle;;0
java.util.concurrent.CancellationException;;0
java.util.PropertyPermission;;0
java.util.concurrent.ArrayBlockingQueue;;2
java.util.concurrent.atomic.AtomicReferenceArray;;0
java.util.concurrent.TimeoutException;;0
java.util.Stack;;0
java.util.Timer;;0
java.util.EnumSet;;0
java.util.concurrent.atomic.AtomicInteger;;0
java.util.Vector;;2
java.util.concurrent.locks.ReentrantLock;;0
java.util.DualPivotQuicksort;;0
java.util.logging.Formatter;;0
java.util.MissingFormatWidthException;;0
java.util.EventObject;;0
java.util.concurrent.FutureTask;;0
java.util.IllegalFormatException;;0
java.util.concurrent.locks.AbstractOwnableSynchronizer;;0
java.util.concurrent.atomic.AtomicLongArray;;0
java.util.logging.SimpleFormatter;;0
java.util.concurrent.RejectedExecutionException;;0
java.util.concurrent.atomic.AtomicLong;;0
java.util.logging.XMLFormatter;;1
java.util.Arrays;;20
java.util.logging.LogRecord;;0
java.util.UUID;;0
java.util.AbstractList;;2
java.util.FormatterClosedException;;0
java.util.zip.InflaterOutputStream;;0
java.util.logging.MemoryHandler;;0
java.util.concurrent.ForkJoinTask;;0
java.util.zip.Inflater;;0
java.util.regex.PatternSyntaxException;;0
java.util.Random;;0
java.util.EnumMap;;0
java.util.prefs.NodeChangeEvent;;0
java.util.zip.ZipFile;;0
java.util.zip.DeflaterInputStream;;0
java.util.concurrent.ConcurrentLinkedQueue;;2
java.util.concurrent.ConcurrentLinkedDeque;;1
java.util.logging.Level;;0
java.util.jar.Manifest;;0
java.util.IdentityHashMap;;0
java.util.zip.CRC32;;0
java.util.prefs.WindowsPreferencesFactory;;0
