class name;;number of detected pattern
java.nio.channels.AsynchronousServerSocketChannel;;0
java.nio.MappedByteBuffer;;0
java.nio.file.TempFileHelper;;0
java.nio.DirectIntBufferS;;0
java.nio.file.spi.FileSystemProvider;;0
java.nio.Bits;;0
java.nio.DirectIntBufferU;;0
java.nio.file.FileSystem;;0
java.nio.file.ClosedDirectoryStreamException;;0
java.nio.ByteBufferAsIntBufferRL;;0
java.nio.LongBuffer;;1
java.nio.file.StandardWatchEventKinds;;0
java.nio.channels.IllegalBlockingModeException;;0
java.nio.channels.ConnectionPendingException;;0
java.nio.charset.spi.CharsetProvider;;0
java.nio.file.attribute.AclEntryFlag;;0
java.nio.HeapFloatBuffer;;0
java.nio.file.FileVisitResult;;0
java.nio.file.StandardCopyOption;;0
java.nio.ByteOrder;;0
java.nio.file.ClosedFileSystemException;;0
java.nio.ByteBufferAsDoubleBufferRL;;0
java.nio.file.attribute.AclEntryPermission;;0
java.nio.ByteBufferAsIntBufferRB;;0
java.nio.file.LinkPermission;;0
java.nio.file.DirectoryNotEmptyException;;0
java.nio.Buffer;;0
java.nio.channels.spi.AsynchronousChannelProvider;;0
java.nio.channels.spi.AbstractSelectableChannel;;2
java.nio.file.spi.FileTypeDetector;;0
java.nio.ByteBufferAsDoubleBufferRB;;0
java.nio.BufferOverflowException;;0
java.nio.HeapIntBufferR;;0
java.nio.ByteBufferAsShortBufferRL;;0
java.nio.DirectDoubleBufferU;;0
java.nio.file.NotLinkException;;0
java.nio.DirectDoubleBufferS;;0
java.nio.DirectLongBufferU;;0
java.nio.ByteBufferAsShortBufferRB;;0
java.nio.DirectLongBufferS;;0
java.nio.channels.SocketChannel;;0
java.nio.file.AccessMode;;0
java.nio.HeapCharBufferR;;0
java.nio.file.StandardOpenOption;;0
java.nio.ShortBuffer;;1
java.nio.charset.CoderMalfunctionError;;0
java.nio.channels.NonWritableChannelException;;0
java.nio.HeapCharBuffer;;0
java.nio.HeapDoubleBuffer;;0
java.nio.charset.CoderResult;;0
java.nio.file.InvalidPathException;;0
java.nio.charset.UnmappableCharacterException;;0
java.nio.channels.NotYetConnectedException;;0
java.nio.DirectIntBufferRS;;0
java.nio.DirectIntBufferRU;;0
java.nio.file.FileTreeWalker;;0
java.nio.file.AtomicMoveNotSupportedException;;0
java.nio.file.ProviderMismatchException;;0
java.nio.HeapByteBufferR;;0
java.nio.charset.MalformedInputException;;0
java.nio.channels.ClosedByInterruptException;;0
java.nio.channels.DatagramChannel;;0
java.nio.file.NoSuchFileException;;0
java.nio.channels.AsynchronousSocketChannel;;0
java.nio.charset.Charset;;1
java.nio.ReadOnlyBufferException;;0
java.nio.ByteBufferAsFloatBufferRB;;0
java.nio.channels.WritePendingException;;0
java.nio.HeapShortBufferR;;0
java.nio.ByteBuffer;;1
java.nio.DirectShortBufferU;;0
java.nio.charset.CharsetDecoder;;0
java.nio.channels.UnresolvedAddressException;;0
java.nio.DirectShortBufferS;;0
java.nio.ByteBufferAsFloatBufferRL;;0
java.nio.channels.ServerSocketChannel;;0
java.nio.file.FileStore;;0
java.nio.channels.NotYetBoundException;;0
java.nio.ByteBufferAsShortBufferB;;0
java.nio.file.DirectoryIteratorException;;0
java.nio.file.SimpleFileVisitor;;0
java.nio.channels.spi.AbstractSelector;;0
java.nio.channels.FileChannel;;0
java.nio.channels.ShutdownChannelGroupException;;0
java.nio.ByteBufferAsShortBufferL;;0
java.nio.HeapShortBuffer;;0
java.nio.charset.UnsupportedCharsetException;;0
java.nio.channels.ClosedSelectorException;;0
java.nio.HeapDoubleBufferR;;0
java.nio.channels.InterruptedByTimeoutException;;0
java.nio.file.AccessDeniedException;;0
java.nio.charset.CharacterCodingException;;0
