class name;;Method name;;number of detected pattern
java.util.Properties;;storeToXML;;1
java.util.Properties;;list;;1
java.util.Properties;;list;;1
java.util.Properties;;enumerate;;1
java.util.Properties;;enumerateStringProperties;;1
java.util.HashMap;;<init>;;1
java.util.HashMap;;hash;;1
java.util.HashMap;;putAllForCreate;;1
java.util.HashMap;;transfer;;1
java.util.HashMap;;putAll;;1
java.util.HashMap;;removeMapping;;1
java.util.HashMap;;writeObject;;1
java.util.HashMap;;readObject;;1
java.util.Hashtable;;hash;;1
java.util.Hashtable;;<init>;;1
java.util.Hashtable;;contains;;1
java.util.Hashtable;;put;;1
java.util.Hashtable;;putAll;;1
java.util.Hashtable;;equals;;1
java.util.Hashtable;;writeObject;;1
java.util.Hashtable;;readObject;;1
java.util.Hashtable;;reconstitutionPut;;2
java.util.Hashtable;;access$100;;1
java.util.Hashtable;;access$200;;1
java.util.Hashtable;;access$400;;1
java.util.Hashtable;;access$500;;1
java.util.Hashtable;;access$608;;1
java.util.Hashtable;;access$210;;1
java.util.Hashtable;;access$600;;1
java.util.ArrayList;;<init>;;1
java.util.ArrayList;;toArray;;1
java.util.ArrayList;;addAll;;1
java.util.ArrayList;;addAll;;1
java.util.ArrayList;;batchRemove;;1
java.util.ArrayList;;writeObject;;1
java.util.ArrayList;;readObject;;1
java.util.ArrayList;;access$100;;1
java.util.ArrayList;;access$200;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;doSort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;doSort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;doSort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.DualPivotQuicksort;;doSort;;1
java.util.DualPivotQuicksort;;sort;;1
java.util.TimSort;;binarySort;;2
java.util.TimSort;;countRunAndMakeAscending;;2
java.util.TimSort;;reverseRange;;1
java.util.TimSort;;gallopLeft;;2
java.util.TimSort;;gallopRight;;2
java.util.HashSet;;<init>;;1
java.util.HashSet;;writeObject;;1
java.util.HashSet;;readObject;;1
java.util.ComparableTimSort;;binarySort;;1
java.util.ComparableTimSort;;countRunAndMakeAscending;;1
java.util.ComparableTimSort;;reverseRange;;1
java.util.ComparableTimSort;;gallopLeft;;2
java.util.ComparableTimSort;;gallopRight;;2
java.util.Random;;nextBytes;;1
java.util.Random;;readObject;;1
java.util.Random;;writeObject;;1
java.util.BitSet;;valueOf;;1
java.util.BitSet;;valueOf;;1
java.util.BitSet;;valueOf;;1
java.util.BitSet;;intersects;;1
java.util.BitSet;;and;;1
java.util.BitSet;;or;;1
java.util.BitSet;;xor;;1
java.util.BitSet;;andNot;;1
java.util.BitSet;;equals;;1
java.util.BitSet;;writeObject;;1
java.util.BitSet;;readObject;;1
java.util.Calendar;;createCalendar;;1
java.util.Calendar;;setTime;;1
java.util.Calendar;;checkDisplayNameParams;;1
java.util.Calendar;;getFieldStrings;;1
java.util.Calendar;;equals;;1
java.util.Calendar;;appendValue;;1
java.util.Calendar;;getMillisOf;;1
java.util.Calendar;;writeObject;;1
java.util.Calendar;;readObject;;1
java.util.TimeZone;;setID;;1
java.util.TimeZone;;parseCustomTimeZone;;1
java.util.Date;;equals;;1
java.util.Date;;getMillisOf;;1
java.util.Date;;convertToAbbr;;2
java.util.Date;;normalize;;1
java.util.Date;;getCalendarSystem;;1
java.util.Date;;writeObject;;1
java.util.Date;;readObject;;1
java.util.ResourceBundle;;getBundle;;1
java.util.ResourceBundle;;checkList;;1
java.util.ResourceBundle;;findBundle;;2
java.util.ResourceBundle;;loadBundle;;3
java.util.ResourceBundle;;findBundleInCache;;1
java.util.ResourceBundle;;putBundleInCache;;2
java.util.ResourceBundle;;setExpirationTime;;2
java.util.ResourceBundle;;clearCache;;1
java.util.ResourceBundle;;containsKey;;1
java.util.concurrent.ConcurrentHashMap;;hash;;1
java.util.concurrent.ConcurrentHashMap;;<init>;;1
java.util.concurrent.ConcurrentHashMap;;get;;1
java.util.concurrent.ConcurrentHashMap;;containsKey;;1
java.util.concurrent.ConcurrentHashMap;;containsValue;;1
java.util.concurrent.ConcurrentHashMap;;put;;1
java.util.concurrent.ConcurrentHashMap;;putIfAbsent;;1
java.util.concurrent.ConcurrentHashMap;;putAll;;1
java.util.concurrent.ConcurrentHashMap;;replace;;1
java.util.concurrent.ConcurrentHashMap;;writeObject;;1
java.util.concurrent.ConcurrentHashMap;;readObject;;1
java.util.JapaneseImperialCalendar;;getYearOffsetInMillis;;1
java.util.JapaneseImperialCalendar;;getFixedDateJan1;;1
java.util.JapaneseImperialCalendar;;getFixedDateMonth1;;1
java.util.JapaneseImperialCalendar;;getTransitionEraIndex;;1
java.util.JapaneseImperialCalendar;;getEraIndex;;1
java.util.JapaneseImperialCalendar;;pinDayOfMonth;;1
java.util.JapaneseImperialCalendar;;readObject;;1
java.util.GregorianCalendar;;setGregorianChange;;1
java.util.GregorianCalendar;;equals;;1
java.util.GregorianCalendar;;getFixedDate;;1
java.util.GregorianCalendar;;getFixedDateJan1;;1
java.util.GregorianCalendar;;getFixedDateMonth1;;1
java.util.GregorianCalendar;;readObject;;1
java.util.SimpleTimeZone;;getTransition;;2
java.util.SimpleTimeZone;;inDaylightTime;;1
java.util.SimpleTimeZone;;equals;;1
java.util.SimpleTimeZone;;hasSameRules;;1
java.util.SimpleTimeZone;;unpackRules;;1
java.util.SimpleTimeZone;;unpackTimes;;1
java.util.SimpleTimeZone;;writeObject;;1
java.util.SimpleTimeZone;;readObject;;1
java.util.concurrent.locks.ReentrantLock;;tryLock;;1
java.util.concurrent.locks.ReentrantLock;;hasWaiters;;1
java.util.concurrent.locks.ReentrantLock;;getWaitQueueLength;;1
java.util.concurrent.locks.ReentrantLock;;getWaitingThreads;;1
java.util.Collections;;sort;;1
java.util.Collections;;sort;;1
java.util.Collections;;binarySearch;;1
java.util.Collections;;indexedBinarySearch;;1
java.util.Collections;;iteratorBinarySearch;;1
java.util.Collections;;get;;1
java.util.Collections;;binarySearch;;1
java.util.Collections;;indexedBinarySearch;;2
java.util.Collections;;iteratorBinarySearch;;2
java.util.Collections;;reverse;;1
java.util.Collections;;shuffle;;2
java.util.Collections;;swap;;1
java.util.Collections;;swap;;1
java.util.Collections;;fill;;1
java.util.Collections;;copy;;2
java.util.Collections;;min;;1
java.util.Collections;;min;;1
java.util.Collections;;max;;1
java.util.Collections;;max;;1
java.util.Collections;;rotate;;1
java.util.Collections;;rotate1;;1
java.util.Collections;;rotate2;;1
java.util.Collections;;replaceAll;;1
java.util.Collections;;indexOfSubList;;2
java.util.Collections;;lastIndexOfSubList;;2
java.util.Collections;;list;;1
java.util.Collections;;frequency;;1
java.util.Collections;;disjoint;;2
java.util.Collections;;addAll;;2
java.util.Currency;;getInstance;;1
java.util.Currency;;getInstance;;1
java.util.Currency;;readIntArray;;1
java.util.Currency;;readLongArray;;1
java.util.Currency;;readStringArray;;1
java.util.Currency;;replaceCurrencyData;;2
java.util.regex.Pattern;;split;;1
java.util.regex.Pattern;;quote;;1
java.util.regex.Pattern;;readObject;;1
java.util.regex.Pattern;;normalizeCharClass;;1
java.util.regex.Pattern;;produceEquivalentAlternation;;1
java.util.regex.Pattern;;producePermutations;;1
java.util.regex.Pattern;;composeOneStep;;1
java.util.regex.Pattern;;bitsOrSingle;;1
java.util.regex.Pattern;;countChars;;1
java.util.regex.Pattern;;countCodePoints;;1
java.util.regex.Pattern;;newSlice;;1
java.util.regex.Pattern;;hasBaseCharacter;;1
java.util.regex.Matcher;;<init>;;1
java.util.regex.Matcher;;usePattern;;1
java.util.regex.Matcher;;group;;1
java.util.regex.Matcher;;quoteReplacement;;1
java.util.regex.Matcher;;appendReplacement;;2
java.util.regex.Matcher;;appendTail;;1
java.util.regex.Matcher;;replaceFirst;;1
java.util.StringTokenizer;;<init>;;1
java.util.DuplicateFormatFlagsException;;<init>;;1
java.util.EnumMap;;<init>;;1
java.util.EnumMap;;<init>;;1
java.util.EnumMap;;containsKey;;1
java.util.EnumMap;;containsMapping;;1
java.util.EnumMap;;get;;1
java.util.EnumMap;;put;;1
java.util.EnumMap;;remove;;1
java.util.EnumMap;;removeMapping;;1
java.util.EnumMap;;putAll;;1
java.util.EnumMap;;equals;;1
java.util.EnumMap;;equals;;1
java.util.EnumMap;;typeCheck;;1
java.util.EnumMap;;writeObject;;1
java.util.EnumMap;;readObject;;1
java.util.EnumMap;;access$200;;1
java.util.EnumMap;;access$500;;1
java.util.EnumMap;;access$600;;1
java.util.EnumMap;;access$210;;1
java.util.EnumMap;;access$900;;1
java.util.EnumMap;;access$1000;;1
java.util.EnumMap;;access$1100;;1
java.util.EnumMap;;access$1200;;1
java.util.EnumMap;;access$1600;;1
java.util.EnumSet;;copyOf;;1
java.util.EnumSet;;copyOf;;1
java.util.EnumSet;;of;;1
java.util.EnumSet;;of;;1
java.util.EnumSet;;of;;1
java.util.EnumSet;;of;;1
java.util.EnumSet;;of;;1
java.util.EnumSet;;of;;2
java.util.EnumSet;;range;;1
java.util.EnumSet;;typeCheck;;1
java.util.JumboEnumSet;;addRange;;2
java.util.JumboEnumSet;;add;;1
java.util.JumboEnumSet;;containsAll;;1
java.util.JumboEnumSet;;addAll;;1
java.util.JumboEnumSet;;removeAll;;1
java.util.JumboEnumSet;;retainAll;;1
java.util.JumboEnumSet;;equals;;1
java.util.JumboEnumSet;;access$000;;1
java.util.JumboEnumSet;;access$110;;1
java.util.RegularEnumSet;;addRange;;2
java.util.RegularEnumSet;;add;;1
java.util.RegularEnumSet;;containsAll;;1
java.util.RegularEnumSet;;addAll;;1
java.util.RegularEnumSet;;removeAll;;1
java.util.RegularEnumSet;;retainAll;;1
java.util.RegularEnumSet;;equals;;1
java.util.RegularEnumSet;;access$000;;1
java.util.RegularEnumSet;;access$074;;1
java.util.EventObject;;<init>;;1
java.util.FormatFlagsConversionMismatchException;;<init>;;1
java.util.Formatter;;parse;;1
java.util.Formatter;;checkText;;1
java.util.Formatter;;access$000;;1
java.util.Formatter;;access$300;;1
java.util.Objects;;compare;;1
java.util.Objects;;requireNonNull;;1
java.util.Objects;;requireNonNull;;1
java.util.MissingFormatArgumentException;;<init>;;1
java.util.UnknownFormatConversionException;;<init>;;1
java.util.LinkedHashMap;;transfer;;1
java.util.LinkedHashMap;;access$000;;1
java.util.LinkedHashMap;;access$100;;1
java.util.LinkedHashSet;;<init>;;1
java.util.IdentityHashMap;;<init>;;1
java.util.IdentityHashMap;;putAll;;1
java.util.IdentityHashMap;;equals;;1
java.util.IdentityHashMap;;writeObject;;1
java.util.IdentityHashMap;;readObject;;1
java.util.IdentityHashMap;;access$000;;1
java.util.IdentityHashMap;;access$100;;1
java.util.IdentityHashMap;;access$200;;1
java.util.IdentityHashMap;;access$204;;1
java.util.IdentityHashMap;;access$010;;1
java.util.IdentityHashMap;;access$1500;;1
java.util.IdentityHashMap;;access$1600;;1
java.util.IllegalFormatConversionException;;<init>;;1
java.util.IllegalFormatFlagsException;;<init>;;1
java.util.LinkedList;;linkBefore;;1
java.util.LinkedList;;unlinkFirst;;1
java.util.LinkedList;;unlinkLast;;1
java.util.LinkedList;;unlink;;1
java.util.LinkedList;;addAll;;1
java.util.LinkedList;;toArray;;1
java.util.LinkedList;;writeObject;;1
java.util.LinkedList;;readObject;;1
java.util.ListResourceBundle;;handleGetObject;;1
java.util.PropertyPermission;;implies;;1
java.util.PropertyPermission;;equals;;1
java.util.PropertyPermission;;writeObject;;1
java.util.PropertyPermission;;readObject;;1
java.util.MissingFormatWidthException;;<init>;;1
java.util.Observable;;addObserver;;1
java.util.Vector;;<init>;;1
java.util.Vector;;toArray;;1
java.util.Vector;;addAll;;1
java.util.Vector;;addAll;;1
java.util.Vector;;writeObject;;1
java.util.PriorityQueue;;<init>;;1
java.util.PriorityQueue;;<init>;;1
java.util.PriorityQueue;;<init>;;1
java.util.PriorityQueue;;initFromPriorityQueue;;1
java.util.PriorityQueue;;initElementsFromCollection;;1
java.util.PriorityQueue;;offer;;1
java.util.PriorityQueue;;toArray;;1
java.util.PriorityQueue;;siftUpComparable;;1
java.util.PriorityQueue;;siftDownComparable;;1
java.util.PriorityQueue;;writeObject;;1
java.util.PriorityQueue;;readObject;;1
java.util.PriorityQueue;;access$100;;1
java.util.PriorityQueue;;access$200;;1
java.util.PriorityQueue;;access$300;;1
java.util.PriorityQueue;;access$400;;1
java.util.XMLUtils;;importProperties;;2
java.util.XMLUtils;;save;;1
java.util.PropertyResourceBundle;;handleGetObject;;1
java.util.Scanner;;<init>;;2
java.util.Scanner;;useLocale;;1
java.util.Scanner;;hasNext;;1
java.util.Scanner;;next;;1
java.util.Scanner;;findInLine;;1
java.util.Scanner;;findWithinHorizon;;1
java.util.Scanner;;skip;;1
java.util.Scanner;;processIntegerToken;;1
java.util.Scanner;;processFloatToken;;1
java.util.ServiceLoader;;fail;;1
java.util.ServiceLoader;;fail;;1
java.util.ServiceLoader;;parseLine;;2
java.util.ServiceLoader;;parse;;1
java.util.ServiceLoader;;access$200;;1
java.util.ServiceLoader;;access$400;;1
java.util.ServiceLoader;;access$500;;1
java.util.Timer;;schedule;;1
java.util.Timer;;schedule;;1
java.util.Timer;;scheduleAtFixedRate;;1
java.util.Timer;;sched;;1
java.util.Timer;;access$000;;1
java.util.Timer;;access$100;;1
java.util.TreeMap;;<init>;;1
java.util.TreeMap;;putAll;;1
java.util.TreeMap;;getEntry;;1
java.util.TreeMap;;put;;1
java.util.TreeMap;;compare;;1
java.util.TreeMap;;key;;1
java.util.TreeMap;;fixAfterInsertion;;1
java.util.TreeMap;;deleteEntry;;1
java.util.TreeMap;;writeObject;;1
java.util.TreeMap;;readObject;;1
java.util.TreeMap;;addAllForTreeSet;;1
java.util.TreeMap;;buildFromSorted;;1
java.util.TreeMap;;access$000;;1
java.util.TreeMap;;access$100;;1
java.util.TreeMap;;access$300;;1
java.util.TreeSet;;<init>;;1
java.util.TreeSet;;addAll;;1
java.util.TreeSet;;writeObject;;1
java.util.TreeSet;;readObject;;1
java.util.UnknownFormatFlagsException;;<init>;;1
java.util.UUID;;<init>;;1
java.util.UUID;;fromString;;1
java.util.UUID;;compareTo;;1
java.util.concurrent.AbstractExecutorService;;submit;;1
java.util.concurrent.AbstractExecutorService;;submit;;1
java.util.concurrent.AbstractExecutorService;;submit;;1
java.util.concurrent.AbstractExecutorService;;doInvokeAny;;1
java.util.concurrent.AbstractExecutorService;;invokeAny;;1
java.util.concurrent.AbstractExecutorService;;invokeAll;;1
java.util.concurrent.TimeUnit;;timedWait;;1
java.util.concurrent.TimeUnit;;timedJoin;;1
java.util.concurrent.FutureTask;;<init>;;1
java.util.concurrent.FutureTask;;get;;1
java.util.concurrent.ExecutorCompletionService;;<init>;;1
java.util.concurrent.ExecutorCompletionService;;submit;;1
java.util.concurrent.ExecutorCompletionService;;submit;;1
java.util.concurrent.ExecutorCompletionService;;access$000;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;enq;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;setHead;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;unparkSuccessor;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;setHeadAndPropagate;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;shouldParkAfterFailedAcquire;;2
java.util.concurrent.locks.AbstractQueuedSynchronizer;;acquireQueued;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;isQueued;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;isOnSyncQueue;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;transferForSignal;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;fullyRelease;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;owns;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;hasWaiters;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;getWaitQueueLength;;1
java.util.concurrent.locks.AbstractQueuedSynchronizer;;getWaitingThreads;;1
java.util.concurrent.ArrayBlockingQueue;;checkNotNull;;1
java.util.concurrent.ArrayBlockingQueue;;<init>;;1
java.util.concurrent.ArrayBlockingQueue;;offer;;1
java.util.concurrent.ArrayBlockingQueue;;poll;;1
java.util.concurrent.ArrayBlockingQueue;;toArray;;1
java.util.concurrent.ArrayBlockingQueue;;drainTo;;1
java.util.concurrent.ArrayBlockingQueue;;drainTo;;1
java.util.concurrent.ConcurrentLinkedDeque;;unlink;;1
java.util.concurrent.ConcurrentLinkedDeque;;unlinkFirst;;2
java.util.concurrent.ConcurrentLinkedDeque;;unlinkLast;;2
java.util.concurrent.ConcurrentLinkedDeque;;skipDeletedPredecessors;;1
java.util.concurrent.ConcurrentLinkedDeque;;skipDeletedSuccessors;;1
java.util.concurrent.ConcurrentLinkedDeque;;succ;;1
java.util.concurrent.ConcurrentLinkedDeque;;pred;;1
java.util.concurrent.ConcurrentLinkedDeque;;checkNotNull;;1
java.util.concurrent.ConcurrentLinkedDeque;;screenNullResult;;1
java.util.concurrent.ConcurrentLinkedDeque;;<init>;;1
java.util.concurrent.ConcurrentLinkedDeque;;initHeadTail;;1
java.util.concurrent.ConcurrentLinkedDeque;;removeFirstOccurrence;;1
java.util.concurrent.ConcurrentLinkedDeque;;removeLastOccurrence;;1
java.util.concurrent.ConcurrentLinkedDeque;;addAll;;1
java.util.concurrent.ConcurrentLinkedDeque;;writeObject;;1
java.util.concurrent.ConcurrentLinkedDeque;;readObject;;1
java.util.concurrent.ConcurrentLinkedQueue;;<init>;;1
java.util.concurrent.ConcurrentLinkedQueue;;updateHead;;1
java.util.concurrent.ConcurrentLinkedQueue;;succ;;1
java.util.concurrent.ConcurrentLinkedQueue;;addAll;;1
java.util.concurrent.ConcurrentLinkedQueue;;toArray;;1
java.util.concurrent.ConcurrentLinkedQueue;;writeObject;;1
java.util.concurrent.ConcurrentLinkedQueue;;readObject;;1
java.util.concurrent.ConcurrentLinkedQueue;;checkNotNull;;1
java.util.concurrent.ConcurrentSkipListMap;;comparable;;1
java.util.concurrent.ConcurrentSkipListMap;;compare;;1
java.util.concurrent.ConcurrentSkipListMap;;inHalfOpenRange;;1
java.util.concurrent.ConcurrentSkipListMap;;inOpenRange;;1
java.util.concurrent.ConcurrentSkipListMap;;findPredecessor;;1
java.util.concurrent.ConcurrentSkipListMap;;findNode;;1
java.util.concurrent.ConcurrentSkipListMap;;addIndex;;2
java.util.concurrent.ConcurrentSkipListMap;;<init>;;1
java.util.concurrent.ConcurrentSkipListMap;;buildFromSorted;;1
java.util.concurrent.ConcurrentSkipListMap;;writeObject;;1
java.util.concurrent.ConcurrentSkipListMap;;readObject;;1
java.util.concurrent.ConcurrentSkipListMap;;put;;1
java.util.concurrent.ConcurrentSkipListMap;;containsValue;;1
java.util.concurrent.ConcurrentSkipListMap;;equals;;1
java.util.concurrent.ConcurrentSkipListMap;;putIfAbsent;;1
java.util.concurrent.ConcurrentSkipListMap;;remove;;1
java.util.concurrent.ConcurrentSkipListMap;;replace;;1
java.util.concurrent.ConcurrentSkipListMap;;headMap;;1
java.util.concurrent.ConcurrentSkipListMap;;tailMap;;1
java.util.concurrent.ConcurrentSkipListMap;;toList;;1
java.util.concurrent.ConcurrentSkipListSet;;<init>;;1
java.util.concurrent.ConcurrentSkipListSet;;equals;;1
java.util.concurrent.ConcurrentSkipListSet;;removeAll;;1
java.util.concurrent.CopyOnWriteArrayList;;<init>;;1
java.util.concurrent.CopyOnWriteArrayList;;indexOf;;1
java.util.concurrent.CopyOnWriteArrayList;;lastIndexOf;;1
java.util.concurrent.CopyOnWriteArrayList;;toArray;;1
java.util.concurrent.CopyOnWriteArrayList;;get;;1
java.util.concurrent.CopyOnWriteArrayList;;containsAll;;1
java.util.concurrent.CopyOnWriteArrayList;;removeAll;;1
java.util.concurrent.CopyOnWriteArrayList;;retainAll;;1
java.util.concurrent.CopyOnWriteArrayList;;addAllAbsent;;1
java.util.concurrent.CopyOnWriteArrayList;;addAll;;1
java.util.concurrent.CopyOnWriteArrayList;;addAll;;1
java.util.concurrent.CopyOnWriteArrayList;;writeObject;;1
java.util.concurrent.CopyOnWriteArrayList;;readObject;;1
java.util.concurrent.CopyOnWriteArrayList;;access$100;;1
java.util.concurrent.CountDownLatch;;await;;1
java.util.concurrent.CyclicBarrier;;await;;1
java.util.concurrent.DelayQueue;;poll;;1
java.util.concurrent.DelayQueue;;drainTo;;1
java.util.concurrent.DelayQueue;;drainTo;;1
java.util.concurrent.DelayQueue;;access$000;;1
java.util.concurrent.DelayQueue;;access$100;;1
java.util.concurrent.Exchanger;;tryCancel;;2
java.util.concurrent.Exchanger;;spinWait;;1
java.util.concurrent.Exchanger;;await;;1
java.util.concurrent.Exchanger;;awaitNanos;;1
java.util.concurrent.Exchanger;;scanOnTimeout;;1
java.util.concurrent.Exchanger;;exchange;;1
java.util.concurrent.locks.LockSupport;;getBlocker;;1
java.util.concurrent.LinkedBlockingQueue;;<init>;;1
java.util.concurrent.LinkedBlockingQueue;;put;;1
java.util.concurrent.LinkedBlockingQueue;;offer;;2
java.util.concurrent.LinkedBlockingQueue;;offer;;1
java.util.concurrent.LinkedBlockingQueue;;poll;;1
java.util.concurrent.LinkedBlockingQueue;;unlink;;2
java.util.concurrent.LinkedBlockingQueue;;toArray;;1
java.util.concurrent.LinkedBlockingQueue;;drainTo;;1
java.util.concurrent.LinkedBlockingQueue;;writeObject;;1
java.util.concurrent.LinkedBlockingQueue;;readObject;;1
java.util.concurrent.LinkedBlockingQueue;;access$000;;1
java.util.concurrent.Executors;;unconfigurableExecutorService;;1
java.util.concurrent.Executors;;unconfigurableScheduledExecutorService;;1
java.util.concurrent.Executors;;callable;;1
java.util.concurrent.Executors;;callable;;1
java.util.concurrent.Executors;;callable;;1
java.util.concurrent.Executors;;callable;;1
java.util.concurrent.Executors;;privilegedCallable;;1
java.util.concurrent.Executors;;privilegedCallableUsingCurrentClassLoader;;1
java.util.concurrent.ThreadPoolExecutor;;processWorkerExit;;1
java.util.concurrent.ThreadPoolExecutor;;runWorker;;1
java.util.concurrent.ThreadPoolExecutor;;<init>;;1
java.util.concurrent.ThreadPoolExecutor;;execute;;1
java.util.concurrent.ThreadPoolExecutor;;awaitTermination;;1
java.util.concurrent.ThreadPoolExecutor;;setThreadFactory;;1
java.util.concurrent.ThreadPoolExecutor;;setRejectedExecutionHandler;;1
java.util.concurrent.ThreadPoolExecutor;;setKeepAliveTime;;1
java.util.concurrent.ThreadPoolExecutor;;getKeepAliveTime;;1
java.util.concurrent.SynchronousQueue;;put;;1
java.util.concurrent.SynchronousQueue;;offer;;2
java.util.concurrent.SynchronousQueue;;offer;;1
java.util.concurrent.SynchronousQueue;;poll;;1
java.util.concurrent.SynchronousQueue;;containsAll;;1
java.util.concurrent.SynchronousQueue;;toArray;;1
java.util.concurrent.SynchronousQueue;;drainTo;;1
java.util.concurrent.SynchronousQueue;;drainTo;;1
java.util.concurrent.SynchronousQueue;;writeObject;;1
java.util.concurrent.SynchronousQueue;;readObject;;1
java.util.concurrent.SynchronousQueue;;objectFieldOffset;;2
java.util.concurrent.ScheduledThreadPoolExecutor;;delayedExecute;;1
java.util.concurrent.ScheduledThreadPoolExecutor;;reExecutePeriodic;;1
java.util.concurrent.ScheduledThreadPoolExecutor;;triggerTime;;1
java.util.concurrent.ScheduledThreadPoolExecutor;;access$100;;1
java.util.concurrent.ForkJoinPool;;work;;1
java.util.concurrent.ForkJoinPool;;scan;;1
java.util.concurrent.ForkJoinPool;;tryAwaitWork;;1
java.util.concurrent.ForkJoinPool;;idleAwaitWork;;1
java.util.concurrent.ForkJoinPool;;tryAwaitJoin;;1
java.util.concurrent.ForkJoinPool;;timedAwaitJoin;;1
java.util.concurrent.ForkJoinPool;;awaitBlocker;;1
java.util.concurrent.ForkJoinPool;;deregisterWorker;;1
java.util.concurrent.ForkJoinPool;;<init>;;1
java.util.concurrent.ForkJoinPool;;invoke;;1
java.util.concurrent.ForkJoinPool;;execute;;1
java.util.concurrent.ForkJoinPool;;execute;;1
java.util.concurrent.ForkJoinPool;;submit;;1
