class name;;Method name;;number of detected pattern
org.jhotdraw.draw.AttributedFigure;;applyAttributesTo;;1
org.jhotdraw.draw.AttributedFigure;;write;;1
org.jhotdraw.draw.AttributedFigure;;read;;1
org.jhotdraw.draw.AttributedFigure;;removeAttribute;;1
org.jhotdraw.geom.DoubleStroke;;createStrokedShape;;1
org.jhotdraw.geom.DoubleStroke;;traceStroke;;3
org.jhotdraw.geom.DoubleStroke;;computeThickLine;;1
org.jhotdraw.geom.DoubleStroke;;computeThickLine;;1
org.jhotdraw.geom.BezierPath;;set;;1
org.jhotdraw.geom.BezierPath;;outlineContains;;1
org.jhotdraw.geom.BezierPath;;transform;;1
org.jhotdraw.geom.BezierPath;;setTo;;1
org.jhotdraw.geom.BezierPath;;findSegment;;1
org.jhotdraw.geom.BezierPath;;joinSegments;;1
org.jhotdraw.draw.BezierControlPointHandle;;draw;;1
org.jhotdraw.draw.BezierControlPointHandle;;fireAreaInvalidated;;1
org.jhotdraw.draw.BezierControlPointHandle;;isCombinableWith;;1
org.jhotdraw.draw.BezierFigure;;drawStroke;;1
org.jhotdraw.draw.BezierFigure;;drawFill;;1
org.jhotdraw.draw.BezierFigure;;contains;;1
org.jhotdraw.draw.BezierFigure;;basicSetBezierPath;;1
org.jhotdraw.draw.BezierFigure;;basicSetAttribute;;1
org.jhotdraw.draw.BezierFigure;;basicSetPoint;;1
org.jhotdraw.draw.BezierFigure;;findNode;;1
org.jhotdraw.draw.BezierFigure;;findSegment;;1
org.jhotdraw.draw.BezierFigure;;handleMouseClick;;2
org.jhotdraw.draw.BezierFigure;;writePoints;;1
org.jhotdraw.draw.BezierFigure;;readPoints;;1
org.jhotdraw.geom.GrowStroke;;createStrokedShape;;1
org.jhotdraw.draw.BezierNodeHandle;;fireAreaInvalidated;;1
org.jhotdraw.draw.BezierNodeEdit;;addEdit;;1
org.jhotdraw.draw.BezierNodeEdit;;replaceEdit;;1
org.jhotdraw.draw.BezierScaleHandle;;trackStart;;1
org.jhotdraw.draw.BezierScaleHandle;;trackStep;;1
org.jhotdraw.draw.BezierLabelLocator;;getRelativePoint;;1
org.jhotdraw.draw.BezierLabelLocator;;getRelativeLabelPoint;;2
org.jhotdraw.draw.BezierLabelLocator;;read;;1
org.jhotdraw.draw.BezierLabelLocator;;write;;1
org.jhotdraw.draw.BezierPointLocator;;locate;;1
org.jhotdraw.draw.BezierPointLocator;;write;;1
org.jhotdraw.draw.BezierPointLocator;;read;;1
org.jhotdraw.draw.RestoreDataEdit;;<init>;;1
org.jhotdraw.draw.BezierTool;;mousePressed;;1
org.jhotdraw.draw.BezierTool;;addPointToFigure;;1
org.jhotdraw.draw.BezierTool;;mouseClicked;;1
org.jhotdraw.draw.BezierTool;;mouseDragged;;1
org.jhotdraw.geom.Bezier;;fitCurve;;1
org.jhotdraw.geom.Bezier;;fitCurve;;1
org.jhotdraw.geom.Bezier;;fitBezierCurve;;1
org.jhotdraw.geom.Bezier;;fitCubic;;2
org.jhotdraw.geom.Bezier;;fitCubic;;2
org.jhotdraw.geom.Bezier;;generateBezier;;4
org.jhotdraw.geom.Bezier;;reparameterize;;2
org.jhotdraw.geom.Bezier;;newtonRaphsonRootFind;;2
org.jhotdraw.geom.Bezier;;bezierII;;1
org.jhotdraw.geom.Bezier;;computeLeftTangent;;1
org.jhotdraw.geom.Bezier;;computeRightTangent;;1
org.jhotdraw.geom.Bezier;;computeCenterTangent;;1
org.jhotdraw.geom.Bezier;;chordLengthParameterize;;1
org.jhotdraw.geom.Bezier;;computeMaxError;;3
org.jhotdraw.geom.Bezier;;v2AddII;;2
org.jhotdraw.geom.Bezier;;v2ScaleIII;;1
org.jhotdraw.geom.Bezier;;v2SubII;;2
org.jhotdraw.geom.Bezier;;v2DistanceBetween2Points;;2
org.jhotdraw.geom.Bezier;;v2Scale;;1
org.jhotdraw.geom.Bezier;;v2SquaredLength;;1
org.jhotdraw.geom.Bezier;;v2Add;;3
org.jhotdraw.geom.Bezier;;v2Negate;;1
org.jhotdraw.geom.Bezier;;v2Dot;;2
org.jhotdraw.geom.Bezier;;v2Normalize;;1
org.jhotdraw.draw.BidirectionalConnectionTool;;mouseDragged;;1
org.jhotdraw.draw.BidirectionalConnectionTool;;mouseReleased;;1
org.jhotdraw.draw.BidirectionalConnectionTool;;findConnection;;1
org.jhotdraw.draw.BidirectionalConnectionTool;;trackConnectors;;1
org.jhotdraw.draw.BidirectionalConnectionTool;;findConnector;;1
org.jhotdraw.draw.BidirectionalConnectionTool;;findConnectableFigure;;1
org.jhotdraw.draw.BidirectionalConnectionTool;;figureAreaInvalidated;;1
org.jhotdraw.draw.RectangleFigure;;drawFill;;1
org.jhotdraw.draw.RectangleFigure;;drawStroke;;1
org.jhotdraw.draw.RectangleFigure;;basicSetBounds;;2
org.jhotdraw.draw.RectangleFigure;;basicTransform;;1
org.jhotdraw.draw.RectangleFigure;;restoreTo;;1
org.jhotdraw.draw.ChangeConnectionHandle;;findConnector;;1
org.jhotdraw.draw.ChangeConnectionHandle;;findConnectableFigure;;1
org.jhotdraw.draw.ChopDiamondConnector;;chop;;1
org.jhotdraw.draw.DiamondFigure;;drawFill;;1
org.jhotdraw.draw.DiamondFigure;;drawStroke;;1
org.jhotdraw.draw.DiamondFigure;;basicSetBounds;;2
org.jhotdraw.draw.DiamondFigure;;basicTransform;;1
org.jhotdraw.draw.DiamondFigure;;restoreTo;;1
org.jhotdraw.draw.RoundRectangleFigure;;drawFill;;1
org.jhotdraw.draw.RoundRectangleFigure;;drawStroke;;1
org.jhotdraw.draw.RoundRectangleFigure;;basicSetBounds;;2
org.jhotdraw.draw.RoundRectangleFigure;;basicTransform;;1
org.jhotdraw.draw.RoundRectangleFigure;;read;;1
org.jhotdraw.draw.RoundRectangleFigure;;write;;1
org.jhotdraw.draw.RoundRectangleFigure;;restoreTo;;1
org.jhotdraw.draw.RoundRectangleFigure;;access$2;;1
org.jhotdraw.draw.TriangleFigure;;drawFill;;1
org.jhotdraw.draw.TriangleFigure;;drawStroke;;1
org.jhotdraw.draw.TriangleFigure;;basicSetBounds;;2
org.jhotdraw.draw.TriangleFigure;;basicTransform;;1
org.jhotdraw.draw.TriangleFigure;;restoreTo;;1
org.jhotdraw.draw.CloseHandle;;draw;;1
org.jhotdraw.draw.RelativeLocator;;locate;;1
org.jhotdraw.draw.RelativeLocator;;write;;1
org.jhotdraw.draw.RelativeLocator;;read;;1
org.jhotdraw.draw.CompositeTransformEdit;;<init>;;1
org.jhotdraw.draw.CompositeTransformEdit;;addEdit;;1
org.jhotdraw.draw.ConnectionHandle;;findConnectableFigure;;1
org.jhotdraw.draw.ConnectionTool;;mouseDragged;;1
org.jhotdraw.draw.ConnectionTool;;mouseReleased;;1
org.jhotdraw.draw.ConnectionTool;;findConnection;;1
org.jhotdraw.draw.ConnectionTool;;trackConnectors;;1
org.jhotdraw.draw.ConnectionTool;;draw;;1
org.jhotdraw.draw.ConnectionTool;;findConnector;;1
org.jhotdraw.draw.ConnectionTool;;findConnectableFigure;;1
org.jhotdraw.draw.ConnectionTool;;figureAreaInvalidated;;1
org.jhotdraw.draw.CreationTool;;mousePressed;;1
org.jhotdraw.draw.CreationTool;;mouseDragged;;1
org.jhotdraw.draw.CreationTool;;mouseReleased;;1
org.jhotdraw.draw.DefaultDrawing;;basicAdd;;1
org.jhotdraw.draw.DefaultDrawing;;basicRemove;;1
org.jhotdraw.draw.DefaultDrawing;;draw;;1
org.jhotdraw.draw.DefaultDrawing;;draw;;1
org.jhotdraw.draw.DefaultDrawing;;sort;;1
org.jhotdraw.draw.DefaultDrawing;;figureAreaInvalidated;;1
org.jhotdraw.draw.DefaultDrawing;;figureChanged;;1
org.jhotdraw.draw.DefaultDrawing;;figureRequestRemove;;1
org.jhotdraw.draw.DefaultDrawing;;findFigureExcept;;1
org.jhotdraw.draw.DefaultDrawing;;findFiguresWithin;;1
org.jhotdraw.draw.DefaultDrawing;;bringToFront;;1
org.jhotdraw.draw.DefaultDrawing;;sendToBack;;1
org.jhotdraw.draw.DefaultDrawing;;undoableEditHappened;;1
org.jhotdraw.draw.FigureLayerComparator;;compare;;2
org.jhotdraw.draw.DefaultDrawingEditor;;areaInvalidated;;1
org.jhotdraw.draw.DefaultDrawingEditor;;toolStarted;;1
org.jhotdraw.draw.DefaultDrawingEditor;;applyDefaultAttributesTo;;1
org.jhotdraw.draw.DefaultDrawingEditor;;setDefaultAttribute;;1
org.jhotdraw.draw.DefaultDrawingEditor;;remove;;1
org.jhotdraw.draw.DefaultDrawingEditor;;add;;1
org.jhotdraw.draw.DefaultDrawingEditor;;access$0;;1
org.jhotdraw.draw.DefaultDrawingView;;paintComponent;;1
org.jhotdraw.draw.DefaultDrawingView;;drawBackground;;1
org.jhotdraw.draw.DefaultDrawingView;;drawDrawing;;1
org.jhotdraw.draw.DefaultDrawingView;;areaInvalidated;;1
org.jhotdraw.draw.DefaultDrawingView;;areaInvalidated;;1
org.jhotdraw.draw.DefaultDrawingView;;figureAdded;;1
org.jhotdraw.draw.DefaultDrawingView;;figureRemoved;;1
org.jhotdraw.draw.DefaultDrawingView;;getCompatibleHandles;;1
org.jhotdraw.draw.DefaultDrawingView;;handleRequestRemove;;1
org.jhotdraw.draw.DefaultDrawingView;;drawingToView;;1
org.jhotdraw.draw.DefaultDrawingView;;viewToDrawing;;1
org.jhotdraw.draw.DefaultDrawingView;;drawingToView;;1
org.jhotdraw.draw.DefaultDrawingView;;viewToDrawing;;1
org.jhotdraw.draw.DefaultDrawingView;;handleRequestSecondaryHandles;;1
org.jhotdraw.draw.GridConstrainer;;constrainPoint;;1
org.jhotdraw.draw.GridConstrainer;;draw;;2
org.jhotdraw.xml.NanoXMLLiteDOMOutput;;save;;1
org.jhotdraw.xml.NanoXMLLiteDOMOutput;;writeStorable;;1
org.jhotdraw.gui.datatransfer.CompositeTransferable;;add;;1
org.jhotdraw.draw.DelegationSelectionTool;;mousePressed;;1
org.jhotdraw.draw.DelegationSelectionTool;;mouseReleased;;1
org.jhotdraw.draw.DelegationSelectionTool;;mouseClicked;;1
org.jhotdraw.draw.DelegationSelectionTool;;handlePopupMenu;;1
org.jhotdraw.draw.DelegationSelectionTool;;showPopupMenu;;1
org.jhotdraw.draw.DelegationSelectionTool;;handleDoubleClick;;1
org.jhotdraw.draw.DelegationSelectionTool;;access$0;;1
org.jhotdraw.draw.SelectionTool;;mousePressed;;1
org.jhotdraw.draw.SelectionTool;;areaInvalidated;;1
org.jhotdraw.draw.DragTracker;;mouseMoved;;1
org.jhotdraw.draw.DragTracker;;mousePressed;;1
org.jhotdraw.draw.DragTracker;;mouseDragged;;1
org.jhotdraw.draw.DragTracker;;mouseReleased;;1
org.jhotdraw.draw.ElbowLiner;;lineout;;1
org.jhotdraw.draw.LineConnectionFigure;;canConnect;;2
org.jhotdraw.draw.LineConnectionFigure;;connectsSame;;1
org.jhotdraw.draw.LineConnectionFigure;;remap;;1
org.jhotdraw.draw.LineConnectionFigure;;canConnect;;1
org.jhotdraw.draw.LineConnectionFigure;;handleMouseClick;;2
org.jhotdraw.draw.LineConnectionFigure;;readPoints;;1
org.jhotdraw.draw.LineConnectionFigure;;readLiner;;1
org.jhotdraw.draw.LineConnectionFigure;;writeLiner;;1
org.jhotdraw.draw.LineConnectionFigure;;writePoints;;1
org.jhotdraw.draw.LineFigure;;handleMouseClick;;2
org.jhotdraw.draw.EllipseFigure;;drawFill;;1
org.jhotdraw.draw.EllipseFigure;;drawStroke;;1
org.jhotdraw.draw.EllipseFigure;;basicSetBounds;;2
org.jhotdraw.draw.EllipseFigure;;basicTransform;;1
org.jhotdraw.draw.EllipseFigure;;restoreTo;;1
