class name;;Method name;;method Declaration;;number of detected pattern
java.awt.Window;;<init>;;public void <init>(java.awt.Window);;1
java.awt.Window;;setIconImages;;public synchronized void setIconImages(java.util.List);;1
java.awt.Window;;addWindowListener;;public synchronized void addWindowListener(java.awt.event.WindowListener);;1
java.awt.Window;;addWindowStateListener;;public synchronized void addWindowStateListener(java.awt.event.WindowStateListener);;1
java.awt.Window;;addWindowFocusListener;;public synchronized void addWindowFocusListener(java.awt.event.WindowFocusListener);;1
java.awt.Window;;removeWindowListener;;public synchronized void removeWindowListener(java.awt.event.WindowListener);;1
java.awt.Window;;removeWindowStateListener;;public synchronized void removeWindowStateListener(java.awt.event.WindowStateListener);;1
java.awt.Window;;removeWindowFocusListener;;public synchronized void removeWindowFocusListener(java.awt.event.WindowFocusListener);;1
java.awt.Window;;setShape;;public void setShape(java.awt.Shape);;1
java.awt.Window;;setBackground;;public void setBackground(java.awt.Color);;1
java.awt.GraphicsDevice;;setFullScreenWindow;;public void setFullScreenWindow(java.awt.Window);;1
java.awt.image.BufferedImage;;copyData;;public java.awt.image.WritableRaster copyData(java.awt.image.WritableRaster);;1
java.awt.TextField;;<init>;;public void <init>(java.lang.String) throws java.awt.HeadlessException;;1
java.awt.TextField;;addActionListener;;public synchronized void addActionListener(java.awt.event.ActionListener);;1
java.awt.TextField;;removeActionListener;;public synchronized void removeActionListener(java.awt.event.ActionListener);;1
java.awt.Checkbox;;addItemListener;;public synchronized void addItemListener(java.awt.event.ItemListener);;1
java.awt.Checkbox;;removeItemListener;;public synchronized void removeItemListener(java.awt.event.ItemListener);;1
java.awt.Scrollbar;;addAdjustmentListener;;public synchronized void addAdjustmentListener(java.awt.event.AdjustmentListener);;1
java.awt.Scrollbar;;removeAdjustmentListener;;public synchronized void removeAdjustmentListener(java.awt.event.AdjustmentListener);;1
java.awt.FileDialog;;setDirectory;;public void setDirectory(java.lang.String);;1
java.awt.FileDialog;;setFile;;public void setFile(java.lang.String);;1
java.awt.CheckboxMenuItem;;addItemListener;;public synchronized void addItemListener(java.awt.event.ItemListener);;1
java.awt.CheckboxMenuItem;;removeItemListener;;public synchronized void removeItemListener(java.awt.event.ItemListener);;1
java.awt.datatransfer.Clipboard;;addFlavorListener;;public synchronized void addFlavorListener(java.awt.datatransfer.FlavorListener);;1
java.awt.TextComponent;;<init>;;void <init>(java.lang.String) throws java.awt.HeadlessException;;1
java.awt.TextComponent;;setText;;public synchronized void setText(java.lang.String);;1
java.awt.TextComponent;;addTextListener;;public synchronized void addTextListener(java.awt.event.TextListener);;1
java.awt.TextComponent;;removeTextListener;;public synchronized void removeTextListener(java.awt.event.TextListener);;1
java.awt.datatransfer.UnsupportedFlavorException;;<init>;;public void <init>(java.awt.datatransfer.DataFlavor);;1
java.awt.AWTEventMulticaster;;addInternal;;protected static java.util.EventListener addInternal(java.util.EventListener, java.util.EventListener);;2
java.awt.AWTEventMulticaster;;save;;protected static void save(java.io.ObjectOutputStream, java.lang.String, java.util.EventListener) throws java.io.IOException;;1
java.awt.geom.AffineTransform;;createTransformedShape;;public java.awt.Shape createTransformedShape(java.awt.Shape);;1
java.awt.BorderLayout;;getConstraints;;public java.lang.Object getConstraints(java.awt.Component);;1
java.awt.image.DataBuffer;;toIntArray;;static int[] toIntArray(java.lang.Object);;1
java.awt.KeyboardFocusManager;;setCurrentKeyboardFocusManager;;public static void setCurrentKeyboardFocusManager(java.awt.KeyboardFocusManager) throws java.lang.SecurityException;;1
java.awt.KeyboardFocusManager;;clearMostRecentFocusOwner;;static void clearMostRecentFocusOwner(java.awt.Component);;1
java.awt.KeyboardFocusManager;;removeLastFocusRequest;;static void removeLastFocusRequest(java.awt.Component);;1
java.awt.font.TextLayout;;equals;;public boolean equals(java.awt.font.TextLayout);;1
java.awt.font.TextLayout;;hitToPoint;;public void hitToPoint(java.awt.font.TextHitInfo, java.awt.geom.Point2D);;1
java.awt.font.FontRenderContext;;equals;;public boolean equals(java.awt.font.FontRenderContext);;1
java.awt.DisplayMode;;equals;;public boolean equals(java.awt.DisplayMode);;1
java.awt.TrayIcon;;addMouseListener;;public synchronized void addMouseListener(java.awt.event.MouseListener);;1
java.awt.TrayIcon;;removeMouseListener;;public synchronized void removeMouseListener(java.awt.event.MouseListener);;1
java.awt.TrayIcon;;addMouseMotionListener;;public synchronized void addMouseMotionListener(java.awt.event.MouseMotionListener);;1
java.awt.TrayIcon;;removeMouseMotionListener;;public synchronized void removeMouseMotionListener(java.awt.event.MouseMotionListener);;1
java.awt.TrayIcon;;addActionListener;;public synchronized void addActionListener(java.awt.event.ActionListener);;1
java.awt.TrayIcon;;removeActionListener;;public synchronized void removeActionListener(java.awt.event.ActionListener);;1
java.awt.SystemTray;;remove;;public void remove(java.awt.TrayIcon);;1
java.awt.SystemTray;;addPropertyChangeListener;;public synchronized void addPropertyChangeListener(java.lang.String, java.beans.PropertyChangeListener);;1
java.awt.SystemTray;;removePropertyChangeListener;;public synchronized void removePropertyChangeListener(java.lang.String, java.beans.PropertyChangeListener);;1
java.awt.DefaultKeyboardFocusManager;;enqueueKeyEvents;;protected synchronized void enqueueKeyEvents(long, java.awt.Component);;1
java.awt.DefaultKeyboardFocusManager;;dequeueKeyEvents;;protected synchronized void dequeueKeyEvents(long, java.awt.Component);;1
java.awt.DefaultKeyboardFocusManager;;discardKeyEvents;;protected synchronized void discardKeyEvents(java.awt.Component);;1
java.awt.SentEvent;;<init>;;void <init>(java.awt.AWTEvent, sun.awt.AppContext);;1
java.awt.dnd.DragSourceContext;;<init>;;public void <init>(java.awt.dnd.peer.DragSourceContextPeer, java.awt.dnd.DragGestureEvent, java.awt.Cursor, java.awt.Image, java.awt.Point, java.awt.datatransfer.Transferable, java.awt.dnd.DragSourceListener);;1
java.awt.dnd.DragSourceContext;;setCursor;;public synchronized void setCursor(java.awt.Cursor);;1
java.awt.dnd.DragSourceContext;;addDragSourceListener;;public synchronized void addDragSourceListener(java.awt.dnd.DragSourceListener) throws java.util.TooManyListenersException;;1
java.awt.font.TextLine;;getPixelBounds;;public java.awt.Rectangle getPixelBounds(java.awt.font.FontRenderContext, float, float);;1
java.awt.font.NumericShaper;;equals;;public boolean equals(java.lang.Object);;1
java.awt.image.DirectColorModel;;getDataElements;;public java.lang.Object getDataElements(int, java.lang.Object);;1
java.awt.image.SinglePixelPackedSampleModel;;getDataElements;;public java.lang.Object getDataElements(int, int, java.lang.Object, java.awt.image.DataBuffer);;1
java.awt.image.SinglePixelPackedSampleModel;;getPixel;;public int[] getPixel(int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.SinglePixelPackedSampleModel;;getPixels;;public int[] getPixels(int, int, int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.SinglePixelPackedSampleModel;;getSamples;;public int[] getSamples(int, int, int, int, int, int[], java.awt.image.DataBuffer);;1
java.awt.ScrollPaneAdjustable;;addAdjustmentListener;;public synchronized void addAdjustmentListener(java.awt.event.AdjustmentListener);;1
java.awt.ScrollPaneAdjustable;;removeAdjustmentListener;;public synchronized void removeAdjustmentListener(java.awt.event.AdjustmentListener);;1
java.awt.TexturePaint;;createContext;;public java.awt.PaintContext createContext(java.awt.image.ColorModel, java.awt.Rectangle, java.awt.geom.Rectangle2D, java.awt.geom.AffineTransform, java.awt.RenderingHints);;1
java.awt.TexturePaintContext;;makeRaster;;static synchronized java.awt.image.WritableRaster makeRaster(java.awt.image.ColorModel, java.awt.image.Raster, int, int);;1
java.awt.TexturePaintContext;;dropRaster;;static synchronized void dropRaster(java.awt.image.ColorModel, java.awt.image.Raster);;1
java.awt.TexturePaintContext;;dropByteRaster;;static synchronized void dropByteRaster(java.awt.image.Raster);;1
java.awt.image.ComponentSampleModel;;getDataElements;;public java.lang.Object getDataElements(int, int, java.lang.Object, java.awt.image.DataBuffer);;1
java.awt.image.ComponentSampleModel;;getPixel;;public int[] getPixel(int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.ComponentSampleModel;;getPixels;;public int[] getPixels(int, int, int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.ComponentSampleModel;;getSamples;;public int[] getSamples(int, int, int, int, int, int[], java.awt.image.DataBuffer);;1
java.awt.datatransfer.DataFlavor;;equals;;public boolean equals(java.awt.datatransfer.DataFlavor);;1
java.awt.datatransfer.MimeType;;match;;public boolean match(java.awt.datatransfer.MimeType);;1
java.awt.datatransfer.MimeType;;match;;public boolean match(java.lang.String) throws java.awt.datatransfer.MimeTypeParseException;;1
java.awt.datatransfer.SystemFlavorMap;;getNativesForFlavor;;public synchronized java.util.List getNativesForFlavor(java.awt.datatransfer.DataFlavor);;1
java.awt.datatransfer.SystemFlavorMap;;getFlavorsForNative;;public synchronized java.util.List getFlavorsForNative(java.lang.String);;1
java.awt.datatransfer.SystemFlavorMap;;encodeJavaMIMEType;;public static java.lang.String encodeJavaMIMEType(java.lang.String);;1
java.awt.datatransfer.SystemFlavorMap;;encodeDataFlavor;;public static java.lang.String encodeDataFlavor(java.awt.datatransfer.DataFlavor);;1
java.awt.dnd.DnDEventMulticaster;;addInternal;;protected static java.util.EventListener addInternal(java.util.EventListener, java.util.EventListener);;2
java.awt.font.ImageGraphicAttribute;;equals;;public boolean equals(java.awt.font.ImageGraphicAttribute);;1
java.awt.font.ShapeGraphicAttribute;;getOutline;;public java.awt.Shape getOutline(java.awt.geom.AffineTransform);;1
java.awt.font.ShapeGraphicAttribute;;equals;;public boolean equals(java.awt.font.ShapeGraphicAttribute);;1
java.awt.geom.Area;;equals;;public boolean equals(java.awt.geom.Area);;1
java.awt.image.AffineTransformOp;;<init>;;public void <init>(java.awt.geom.AffineTransform, java.awt.RenderingHints);;1
java.awt.image.AffineTransformOp;;createCompatibleDestImage;;public java.awt.image.BufferedImage createCompatibleDestImage(java.awt.image.BufferedImage, java.awt.image.ColorModel);;1
java.awt.image.ColorConvertOp;;createCompatibleDestImage;;public java.awt.image.BufferedImage createCompatibleDestImage(java.awt.image.BufferedImage, java.awt.image.ColorModel);;1
java.awt.image.BandedSampleModel;;getDataElements;;public java.lang.Object getDataElements(int, int, java.lang.Object, java.awt.image.DataBuffer);;1
java.awt.image.BandedSampleModel;;getPixel;;public int[] getPixel(int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.BandedSampleModel;;getPixels;;public int[] getPixels(int, int, int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.BandedSampleModel;;getSamples;;public int[] getSamples(int, int, int, int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.ComponentColorModel;;getDataElements;;public java.lang.Object getDataElements(int, java.lang.Object);;1
java.awt.image.ComponentColorModel;;getDataElements;;public java.lang.Object getDataElements(int[], int, java.lang.Object);;1
java.awt.image.ComponentColorModel;;getDataElements;;public java.lang.Object getDataElements(float[], int, java.lang.Object);;1
java.awt.image.MultiPixelPackedSampleModel;;getDataElements;;public java.lang.Object getDataElements(int, int, java.lang.Object, java.awt.image.DataBuffer);;1
java.awt.image.MultiPixelPackedSampleModel;;getPixel;;public int[] getPixel(int, int, int[], java.awt.image.DataBuffer);;1
java.awt.image.LookupOp;;createCompatibleDestImage;;public java.awt.image.BufferedImage createCompatibleDestImage(java.awt.image.BufferedImage, java.awt.image.ColorModel);;1
java.awt.image.RescaleOp;;getScaleFactors;;public final float[] getScaleFactors(float[]);;1
java.awt.image.RescaleOp;;getOffsets;;public final float[] getOffsets(float[]);;1
java.awt.image.RescaleOp;;createCompatibleDestImage;;public java.awt.image.BufferedImage createCompatibleDestImage(java.awt.image.BufferedImage, java.awt.image.ColorModel);;1
