class name;;Method name;;number of detected pattern;;method Declaration;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z4 = r2.<java.beans.FeatureDescriptor: boolean hidden>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z7 = r2.<java.beans.FeatureDescriptor: boolean preferred>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r2.<java.beans.FeatureDescriptor: java.lang.String name>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r2.<java.beans.FeatureDescriptor: java.lang.String shortDescription>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r2.<java.beans.FeatureDescriptor: java.lang.String shortDescription>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r8 = r2.<java.beans.FeatureDescriptor: java.lang.String displayName>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r9 = r2.<java.beans.FeatureDescriptor: java.lang.String displayName>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r11 = r2.<java.beans.FeatureDescriptor: java.lang.ref.Reference classRef>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r12 = r2.<java.beans.FeatureDescriptor: java.lang.ref.Reference classRef>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r14 = r2.<java.beans.FeatureDescriptor: java.util.Hashtable table>;;pattern detected param  r2 must not be null  because used in  FieldRef 
java.beans.FeatureDescriptor;;<init>;;1;;void <init>(java.beans.FeatureDescriptor)
*;; * ;; * ;;*;;r1;;8
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z0 = r1.<java.beans.FeatureDescriptor: boolean expert>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z1 = r1.<java.beans.FeatureDescriptor: boolean hidden>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z2 = r1.<java.beans.FeatureDescriptor: boolean preferred>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r2 = r1.<java.beans.FeatureDescriptor: java.lang.String name>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.beans.FeatureDescriptor: java.lang.String shortDescription>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r1.<java.beans.FeatureDescriptor: java.lang.String displayName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<java.beans.FeatureDescriptor: java.lang.ref.Reference classRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<java.beans.FeatureDescriptor: java.util.Hashtable table>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.beans.FeatureDescriptor;;getReturnType;;1;;static java.lang.Class getReturnType(java.lang.Class, java.lang.reflect.Method)
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r0 = virtualinvoke r1.<java.lang.reflect.Method: java.lang.Class getDeclaringClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r2 = virtualinvoke r1.<java.lang.reflect.Method: java.lang.reflect.Type getGenericReturnType()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.FeatureDescriptor;;getParameterTypes;;1;;static java.lang.Class[] getParameterTypes(java.lang.Class, java.lang.reflect.Method)
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r0 = virtualinvoke r1.<java.lang.reflect.Method: java.lang.Class getDeclaringClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r2 = virtualinvoke r1.<java.lang.reflect.Method: java.lang.reflect.Type[] getGenericParameterTypes()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.FeatureDescriptor;;appendTo;;1;;static void appendTo(java.lang.StringBuilder, java.lang.String, java.lang.Object)
*;; * ;; * ;;*;;r0;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("; ");;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.beans.FeatureDescriptor;;appendTo;;1;;static void appendTo(java.lang.StringBuilder, java.lang.String, boolean)
*;; * ;; * ;;*;;r0;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r2 = virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("; ");;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.beans.EventSetDescriptor;;<init>;;1;;public void <init>(java.lang.Class, java.lang.String, java.lang.Class, java.lang.String[], java.lang.String, java.lang.String, java.lang.String) throws java.beans.IntrospectionException
*;; * ;; * ;;*;;r4;;2
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$r10 = r4[i0];;pattern detected param  r4 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$r12 = r4[i0];;pattern detected param  r4 must not be null  because used in  ArrayRef 
java.beans.EventSetDescriptor;;<init>;;2;;void <init>(java.beans.EventSetDescriptor, java.beans.EventSetDescriptor)
*;; * ;; * ;;*;;r1;;6
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor[] listenerMethodDescriptors>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<java.beans.EventSetDescriptor: java.lang.ref.Reference listenerTypeRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r9 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor addMethodDescriptor>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r12 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor removeMethodDescriptor>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r15 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor getMethodDescriptor>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z1 = r1.<java.beans.EventSetDescriptor: boolean inDefaultEventSet>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;; * ;; * ;;*;;r2;;12
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r2.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor[] listenerMethodDescriptors>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r2.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor[] listenerMethodDescriptors>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r7 = r2.<java.beans.EventSetDescriptor: java.lang.ref.Reference listenerTypeRef>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r8 = r2.<java.beans.EventSetDescriptor: java.lang.ref.Reference listenerTypeRef>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r10 = r2.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor addMethodDescriptor>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r11 = r2.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor addMethodDescriptor>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r13 = r2.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor removeMethodDescriptor>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r14 = r2.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor removeMethodDescriptor>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r16 = r2.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor getMethodDescriptor>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r17 = r2.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor getMethodDescriptor>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z0 = r2.<java.beans.EventSetDescriptor: boolean unicast>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z2 = r2.<java.beans.EventSetDescriptor: boolean inDefaultEventSet>;;pattern detected param  r2 must not be null  because used in  FieldRef 
java.beans.EventSetDescriptor;;<init>;;1;;void <init>(java.beans.EventSetDescriptor)
*;; * ;; * ;;*;;r1;;9
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor[] listenerMethodDescriptors>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor[] listenerMethodDescriptors>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r7 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor[] listenerMethodDescriptors>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r9 = r1.<java.beans.EventSetDescriptor: java.lang.ref.Reference listenerTypeRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r10 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor addMethodDescriptor>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r11 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor removeMethodDescriptor>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r12 = r1.<java.beans.EventSetDescriptor: java.beans.MethodDescriptor getMethodDescriptor>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z0 = r1.<java.beans.EventSetDescriptor: boolean unicast>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z1 = r1.<java.beans.EventSetDescriptor: boolean inDefaultEventSet>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.beans.PropertyDescriptor;;<init>;;1;;public void <init>(java.lang.String, java.lang.Class, java.lang.String, java.lang.String) throws java.beans.IntrospectionException
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r6;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.PropertyDescriptor;;<init>;;1;;void <init>(java.lang.Class, java.lang.String, java.lang.reflect.Method, java.lang.reflect.Method) throws java.beans.IntrospectionException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r5;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.PropertyDescriptor;;setClass0;;1;;void setClass0(java.lang.Class)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r1.<java.lang.Class: boolean isAssignableFrom(java.lang.Class)>($r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.PropertyDescriptor;;<init>;;2;;void <init>(java.beans.PropertyDescriptor, java.beans.PropertyDescriptor)
*;; * ;; * ;;*;;r1;;9
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r10 = r1.<java.beans.PropertyDescriptor: java.lang.String baseName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r13 = r1.<java.beans.PropertyDescriptor: java.lang.String readMethodName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r16 = r1.<java.beans.PropertyDescriptor: java.lang.String writeMethodName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r19 = r1.<java.beans.PropertyDescriptor: java.lang.ref.Reference propertyTypeRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.beans.PropertyDescriptor: java.lang.reflect.Method getReadMethod()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r33 = virtualinvoke r1.<java.beans.PropertyDescriptor: java.lang.reflect.Method getWriteMethod()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r39 = virtualinvoke r1.<java.beans.PropertyDescriptor: java.lang.Class getPropertyEditorClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z1 = r1.<java.beans.PropertyDescriptor: boolean bound>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z4 = r1.<java.beans.PropertyDescriptor: boolean constrained>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;; * ;; * ;;*;;r2;;14
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r8 = r2.<java.beans.PropertyDescriptor: java.lang.String baseName>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r9 = r2.<java.beans.PropertyDescriptor: java.lang.String baseName>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r11 = r2.<java.beans.PropertyDescriptor: java.lang.String readMethodName>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r12 = r2.<java.beans.PropertyDescriptor: java.lang.String readMethodName>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r14 = r2.<java.beans.PropertyDescriptor: java.lang.String writeMethodName>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r15 = r2.<java.beans.PropertyDescriptor: java.lang.String writeMethodName>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r17 = r2.<java.beans.PropertyDescriptor: java.lang.ref.Reference propertyTypeRef>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r18 = r2.<java.beans.PropertyDescriptor: java.lang.ref.Reference propertyTypeRef>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r2.<java.beans.PropertyDescriptor: java.lang.reflect.Method getReadMethod()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r6 = virtualinvoke r2.<java.beans.PropertyDescriptor: java.lang.reflect.Method getWriteMethod()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r37 = virtualinvoke r2.<java.beans.PropertyDescriptor: java.lang.Class getPropertyEditorClass()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r38 = virtualinvoke r2.<java.beans.PropertyDescriptor: java.lang.Class getPropertyEditorClass()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z2 = r2.<java.beans.PropertyDescriptor: boolean bound>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z5 = r2.<java.beans.PropertyDescriptor: boolean constrained>;;pattern detected param  r2 must not be null  because used in  FieldRef 
java.beans.PropertyDescriptor;;<init>;;1;;void <init>(java.beans.PropertyDescriptor)
*;; * ;; * ;;*;;r1;;9
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r2 = r1.<java.beans.PropertyDescriptor: java.lang.ref.Reference propertyTypeRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.beans.PropertyDescriptor: java.lang.ref.Reference readMethodRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r1.<java.beans.PropertyDescriptor: java.lang.ref.Reference writeMethodRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<java.beans.PropertyDescriptor: java.lang.ref.Reference propertyEditorClassRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<java.beans.PropertyDescriptor: java.lang.String writeMethodName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r7 = r1.<java.beans.PropertyDescriptor: java.lang.String readMethodName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r8 = r1.<java.beans.PropertyDescriptor: java.lang.String baseName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z0 = r1.<java.beans.PropertyDescriptor: boolean bound>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z1 = r1.<java.beans.PropertyDescriptor: boolean constrained>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.beans.MethodDescriptor;;<init>;;1;;public void <init>(java.lang.reflect.Method, java.beans.ParameterDescriptor[])
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r1.<java.lang.reflect.Method: java.lang.String getName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.MethodDescriptor;;<init>;;2;;void <init>(java.beans.MethodDescriptor, java.beans.MethodDescriptor)
*;; * ;; * ;;*;;r1;;4
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.beans.MethodDescriptor: java.lang.ref.Reference methodRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<java.beans.MethodDescriptor: java.util.List params>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r9 = r1.<java.beans.MethodDescriptor: java.lang.String[] paramNames>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r12 = r1.<java.beans.MethodDescriptor: java.beans.ParameterDescriptor[] parameterDescriptors>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;; * ;; * ;;*;;r2;;8
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r2.<java.beans.MethodDescriptor: java.lang.ref.Reference methodRef>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r2.<java.beans.MethodDescriptor: java.lang.ref.Reference methodRef>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r7 = r2.<java.beans.MethodDescriptor: java.util.List params>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r8 = r2.<java.beans.MethodDescriptor: java.util.List params>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r10 = r2.<java.beans.MethodDescriptor: java.lang.String[] paramNames>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r11 = r2.<java.beans.MethodDescriptor: java.lang.String[] paramNames>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r13 = r2.<java.beans.MethodDescriptor: java.beans.ParameterDescriptor[] parameterDescriptors>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r14 = r2.<java.beans.MethodDescriptor: java.beans.ParameterDescriptor[] parameterDescriptors>;;pattern detected param  r2 must not be null  because used in  FieldRef 
java.beans.MethodDescriptor;;<init>;;1;;void <init>(java.beans.MethodDescriptor)
*;; * ;; * ;;*;;r1;;6
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.beans.MethodDescriptor: java.lang.ref.Reference methodRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r1.<java.beans.MethodDescriptor: java.util.List params>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<java.beans.MethodDescriptor: java.lang.String[] paramNames>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<java.beans.MethodDescriptor: java.beans.ParameterDescriptor[] parameterDescriptors>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r7 = r1.<java.beans.MethodDescriptor: java.beans.ParameterDescriptor[] parameterDescriptors>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r10 = r1.<java.beans.MethodDescriptor: java.beans.ParameterDescriptor[] parameterDescriptors>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.beans.MethodDescriptor;;appendTo;;1;;void appendTo(java.lang.StringBuilder)
*;; * ;; * ;;*;;r1;;5
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("; parameterDescriptors={");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = virtualinvoke r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>(r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = virtualinvoke r1.<java.lang.StringBuilder: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.lang.StringBuilder: void setLength(int)>($i3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("}");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
